True,bla_0,bla_1,bla_2,bla_3,bla_4,bla_5,bla_6,bla_7,bla_8,bla_9,bla_10,bla_11,bla_12,bla_13,bla_14,bla_15,bla_16,bla_17,bla_18,bla_19,bla_20,bla_21,bla_22,bla_23,bla_24,bla_25,bla_26,bla_27,bla_28,bla_29,bla_30,bla_31,bla_32,bla_33,bla_34,bla_35,bla_36,bla_37,bla_38,bla_39,bla_40,bla_41,bla_42,bla_43,bla_44,bla_45,bla_46,bla_47,bla_48,bla_49,bla_50,bla_51,bla_52,bla_53,bla_54,bla_55,bla_56,bla_57,bla_58,bla_59,bla_60,bla_61,bla_62,bla_63,bla_64,bla_65,bla_66,bla_67,bla_68,bla_69,bla_70,bla_71,bla_72,bla_73,bla_74,bla_75,bla_76,bla_77,bla_78,bla_79,bla_80,bla_81,bla_82,bla_83,bla_84,bla_85,bla_86,bla_87,bla_88,bla_89,bla_90,bla_91,bla_92,bla_93,bla_94,bla_95,bla_0.1,bla_1.1,bla_2.1,bla_3.1,bla_4.1,bla_5.1,bla_6.1,bla_7.1,bla_8.1,bla_9.1,bla_10.1,bla_11.1,bla_12.1,bla_13.1,bla_14.1,bla_15.1,bla_16.1,bla_17.1,bla_18.1,bla_19.1,bla_20.1,bla_21.1,bla_22.1,bla_23.1,bla_24.1,bla_25.1,bla_26.1,bla_27.1,bla_28.1,bla_29.1,bla_30.1,bla_31.1,bla_32.1,bla_33.1,bla_34.1,bla_35.1,bla_36.1,bla_37.1,bla_38.1,bla_39.1,bla_40.1,bla_41.1,bla_42.1,bla_43.1,bla_44.1,bla_45.1,bla_46.1,bla_47.1,bla_48.1,bla_49.1,bla_50.1,bla_51.1,bla_52.1,bla_53.1,bla_54.1,bla_55.1,bla_56.1,bla_57.1,bla_58.1,bla_59.1,bla_60.1,bla_61.1,bla_62.1,bla_63.1,bla_64.1,bla_65.1,bla_66.1,bla_67.1,bla_68.1,bla_69.1,bla_70.1,bla_71.1,bla_72.1,bla_73.1,bla_74.1,bla_75.1,bla_76.1,bla_77.1,bla_78.1,bla_79.1,bla_80.1,bla_81.1,bla_82.1,bla_83.1,bla_84.1,bla_85.1,bla_86.1,bla_87.1,bla_88.1,bla_89.1,bla_90.1,bla_91.1,bla_92.1,bla_93.1,bla_94.1,bla_95.1
b3166,-0.16130266,0.48695508,-0.07369558,0.14718027,-0.24659961,0.0036060102,0.014746976,0.3931569,-0.17869177,0.5993154,-0.032321606,-0.38565704,-0.30526096,-0.0294245,-0.37079272,0.2201723,-0.05497129,-0.103974916,-0.4715165,-0.24210045,-0.24757041,0.2214732,-0.116334714,-0.42790475,0.1463891,-0.6932487,-0.12258238,0.1214793,-0.50866973,-0.42676088,-0.132484,-0.046215758,0.24194437,-0.30540803,-0.042385526,-0.70748216,-0.16812721,0.37592915,-0.7575946,-0.0595034,-0.70070624,-0.049252268,0.040458623,-0.37401977,-0.32237944,0.08131468,-0.10822918,-0.059804454,0.17811733,-0.14873129,-0.26773122,0.21445978,-0.026310032,0.22236378,-0.024480227,-0.2409047,0.32728672,-0.49625862,0.049679242,0.12038964,-0.21358132,-0.22898999,0.32137147,0.07085769,-0.24200892,0.24111839,0.100468814,0.012564339,-0.45846155,0.2935016,0.15967238,-0.16519663,0.017388701,-0.37755504,-0.20300533,0.01887235,-0.9104861,-0.2416061,-0.42045787,0.031368516,-0.34105,-0.029974937,0.37757036,0.47750816,-0.052707,0.10774624,-0.18521798,0.12258649,-0.19905189,0.2791687,0.48618096,0.7761912,0.22790338,0.007726386,-0.37675878,-0.5250283,0.5745461,0.82350093,0.5901927,0.45203042,0.3773089,-0.1015782,-0.33715525,0.008298455,0.20539962,0.28875926,0.33609936,-0.25710228,-0.029530793,-0.10578004,-0.54219157,0.52666575,-0.20630102,-0.34195948,-0.036466718,-0.7393303,-0.25619292,0.6434554,0.48443377,0.041223153,0.40793237,-0.14219412,-0.1487036,0.85685086,0.09245259,-0.3920831,-0.08632691,0.20326073,0.11602612,-0.056834858,-0.14625332,0.3766799,-0.1657866,-0.07952485,-0.41121134,-0.07599398,-0.43580368,-0.49164534,0.590731,0.1385202,-0.35200098,0.12901637,-0.015405955,0.03384781,-0.1454399,-0.34316254,-0.22881028,0.38467,-0.60422254,0.19594738,0.32124415,-0.16357626,0.20886286,0.19510557,-0.48188487,0.5622284,0.23233001,0.031287935,0.07036678,-0.17178887,-0.5568936,-0.25349367,0.33717343,0.2338594,-0.2719183,-0.6264205,0.37262857,0.507646,0.10858952,0.055083282,-0.062391702,0.31595302,0.24961294,0.27776188,-0.22354783,0.20835038,0.27163455,-0.11467985,0.27838466,-0.15988675,-0.071638614,-0.043001033,0.24571292,-0.46483886,-0.1311975,-0.47298327,-0.07404757,-0.115544304,-0.42135355,-0.041707464,-0.07173889,0.036297627
b3725,-0.10036141,-0.048373677,0.1616374,0.030810086,0.15020321,-0.553906,0.43157187,-0.112714015,-0.13369608,0.71055067,0.2025653,0.012488852,0.2565893,0.21758486,-0.36982143,0.42319456,0.20917806,-0.7376753,-0.5158959,0.15270025,-0.39336246,0.28308493,0.15073441,-0.079164825,-0.44803798,0.38515434,0.22857504,-0.1361687,-0.21231693,-0.20501715,-0.11029808,-0.18796727,0.380431,-0.07903342,-0.0025263838,0.18686709,0.52688736,0.24262352,0.14318405,-0.16679871,-0.546972,0.31431594,-0.075397894,-0.22635365,-0.14249867,0.47187862,-0.38647318,-0.025320904,-0.2054609,-0.2844468,-0.051624566,-0.30892974,-0.08908204,-0.049686544,-0.15606983,-0.073845744,-0.0062157987,-0.359818,0.22569217,0.2989851,0.11506164,-0.47561935,-0.12767772,-0.7389029,0.14681335,0.43687305,0.072445974,0.17853747,0.12696303,0.11974671,0.29578778,0.2947798,-0.37301284,-0.1251798,-0.5473602,-0.25670072,-0.06950015,0.2684172,0.16785468,0.30405155,-0.20642523,0.02524027,-0.4339474,0.027402282,-0.22556387,0.072904274,-0.092923574,-0.04372833,0.43287638,0.10767276,-0.010695764,0.22173227,0.036528286,0.046677474,0.12521692,-0.15792735,0.29444334,0.041436467,0.012262415,0.15519491,0.25844654,-0.25301805,-0.5227417,-0.06649233,-0.06476983,0.12642643,-0.0094786985,-0.17809862,0.2502563,-0.18652463,-0.4003523,0.048093334,-0.20314622,-0.117108576,-0.21358256,0.06368889,-0.069654204,0.09860643,0.110580325,-0.29893246,-0.14313397,-0.15097666,-0.38695472,-0.07984693,-0.17232542,-0.113219075,-0.0980108,-0.25596416,0.5197551,0.21488619,0.07064283,0.44808063,-0.03407994,0.17942354,-0.5908364,-0.0064060395,0.39340827,0.050642245,0.17554241,0.18199942,-0.46754214,-0.09986535,-0.17717451,0.114157595,-0.43607056,0.10500859,0.31856707,-0.291894,0.3343191,0.3682994,0.25777572,-0.3631892,-0.12535878,0.096087985,-0.16380267,-0.010634682,0.04828607,-0.15567252,-0.21971549,-0.020128058,-0.1280899,-0.120101,-0.01879866,0.11297577,-0.21251959,-0.35845798,-0.040082786,-0.051489986,0.15494722,0.3033378,-0.20100166,-0.1763714,0.014512677,-0.051660713,-0.02361754,-0.084133394,0.31310856,0.37872866,0.10246413,-0.05716301,0.14769319,0.08663232,0.10995515,-0.30174333,0.07126787,0.093811974,0.11282801,-0.35369894,-0.735308,-0.22178678,0.044688188,0.039484072
b2952,0.29072115,0.13710037,-0.30117953,0.19262335,-0.19044054,0.60102993,0.7181486,0.22053598,-0.24023992,-0.15129063,-0.2137984,-0.3281158,-0.017548284,0.008175741,-0.3718158,0.40578586,-0.17764397,-0.24968612,0.30683577,-0.45411474,0.116039686,-0.10658919,0.045129355,0.077823594,0.3061461,-0.39293507,0.112887606,-0.08794929,-0.46867636,0.18214922,-0.45452073,0.18122992,-0.26074266,-0.7400715,-0.50868887,0.32406765,0.07804524,0.14250602,0.22365034,-0.4269646,0.52504355,0.20448226,0.08010781,0.12884136,-0.40063334,-0.031704277,-0.054957937,0.23511112,0.008575485,-0.2303211,-0.09360755,-0.41163534,-0.2900753,0.021123642,-0.004251189,-0.53711647,0.31295153,0.21917574,0.22866552,-0.16924115,-0.12369078,-0.7074622,-0.057408314,0.48653916,-0.060548652,0.58111143,0.55741924,0.25310588,-0.7457489,0.24865645,-0.375634,0.28485957,-0.5437718,0.13328412,-0.51282054,-0.24003486,0.24130046,0.24875103,0.102605656,0.110765405,-0.24867092,-0.14994045,-0.32379666,0.13557805,0.29519713,-0.54961646,0.20660482,-0.13165982,0.045213018,0.43400767,0.41098848,-0.5813546,-0.27966577,0.32034668,-0.34072036,-0.76263624,0.54319286,0.12771581,-0.13412201,0.41974902,0.6759656,0.121048264,0.072971396,-0.20686358,-0.14018907,0.27225533,0.09621816,-0.42498866,-0.2527125,0.5066796,0.4494706,0.07186201,-0.40197426,-0.017024336,0.64277756,-0.08919347,-0.20922936,-0.109557666,-0.104893506,-0.0758276,0.123274,0.753349,0.24596374,0.2462872,-0.08369658,-0.07134314,-0.5571105,0.54065704,-0.7661879,-0.49107057,0.16629422,-0.070736624,-0.5300032,0.30199715,-0.54456764,-0.7965566,0.2977825,0.47720113,0.1648559,0.59050477,0.5818665,-0.12026333,-0.132502,0.40744895,0.07184333,0.5983451,-0.2425875,0.038881756,-0.47328892,0.032132663,0.31097764,0.38562852,-0.65242684,0.4480329,-0.4925058,-0.39180037,-0.3190805,0.06403838,-0.059898753,-0.25828525,-0.64670527,0.36084577,0.7239374,-0.3166632,-0.44307205,-0.28968984,0.18371716,-0.53927195,0.46368414,0.2601924,-0.7286171,-0.12018822,-0.0050697997,0.52270776,0.37169546,-0.33670917,0.49791315,-0.7862735,-0.32292017,-0.45761585,-0.4145938,0.26527396,0.5081615,-0.062352743,-0.0061815567,0.40636265,0.3433768,0.15583895,0.13136175,-0.43075418,0.27474865,0.37686726
b3581,0.29346922,-0.42238447,-0.19736119,-0.12571709,-0.11450041,0.07016386,0.67908776,-0.66102797,-0.043964863,0.27046016,-0.13369967,0.051841088,0.0035388772,0.98622954,0.202006,0.11521667,0.105527475,-0.6487504,-0.28409734,-0.024328617,-0.48858494,-0.16274965,-0.047923606,0.45260578,-0.34917375,-0.24462116,0.58143723,0.14796302,0.18290631,0.50267226,0.090289205,0.02602707,-0.14641404,0.02593984,-0.058155514,0.14271905,-0.19317725,-0.13132504,-0.09529698,-0.42883244,-0.29748538,0.23820241,0.082646005,-0.109473936,-0.31099898,0.06630223,-0.047258172,-0.21190014,-0.055336893,0.12082806,0.024786433,0.16300054,-0.62681144,-0.06292703,-0.09633181,-0.1837068,-0.10419561,0.03280995,0.51592046,0.08911224,-0.58030075,0.1875401,-0.44835243,0.4991634,-0.76865864,-0.058666553,-0.034113202,0.30129856,0.14902605,-0.18135779,0.054265723,-0.25065982,-0.0075007635,-0.22530589,-0.635754,-0.43554297,0.02303127,-0.40635794,0.07772997,0.19893566,-0.0020430665,-0.115557924,0.31140047,-0.17505318,-0.14917438,-0.35657784,0.014936769,-0.59391624,-0.6846667,0.11286536,-0.045878503,-0.1872008,-0.0042786337,0.019018384,-0.41529566,0.019881466,0.28670797,-0.18349284,-0.39177367,-0.09987881,0.5595372,-0.14724706,0.5008122,-0.28881565,0.32132024,0.32170126,0.028633513,-0.53627795,0.25076738,0.7837981,-0.0789827,-0.27522066,-0.41241705,-0.3526678,-0.15604109,0.79880965,0.4493005,-0.11189211,0.28581738,-0.023978924,-0.105444215,-0.10577907,-0.7151659,-0.5149223,-0.6207138,0.1160124,-0.53082114,0.23337696,0.12626834,-0.38451183,0.11257677,-0.16206488,0.67032737,-0.38976365,0.054476965,0.27064407,0.015521664,0.097608544,0.38346392,0.30565092,-0.35046396,0.15778099,-0.26545376,0.21653089,0.48333475,-0.17577988,-0.20945615,0.2245291,0.06269339,0.5929217,0.11945425,0.2544608,-0.21080898,-0.30950207,-0.23461413,-0.1421338,0.63512826,0.16920981,0.016689174,-0.53354806,0.3054024,0.21506262,0.67188245,0.46409297,-0.17375311,-0.2914719,0.16758627,0.31368452,0.4479143,-0.17189133,0.20444913,-0.036854003,0.62079054,-0.124557674,0.29118863,0.048885126,-0.0015664209,-0.69241166,-0.10971869,0.31614932,0.07005766,-0.00020483742,-0.03822281,-0.29635137,-0.2047543,-0.3823795,0.17284253,0.120072775,-0.17151749,0.10124421,-0.4415149,0.5193647
b4102,-0.24966143,0.43521422,0.4255251,-0.30377096,-0.19731487,0.35216567,-0.42730463,0.00085882674,-0.024912748,-0.24802703,0.26288316,-0.47130942,0.42171523,-0.11674207,-0.14426854,-0.061914913,0.34734473,0.16042006,-0.1436898,-0.18591142,-0.24178806,0.31742424,-0.3172429,0.7055146,-0.01944473,0.4123391,-0.29260406,-0.23235138,-0.5485818,-0.1259158,-0.45641816,-0.3976775,-0.19446564,0.112666816,0.18096057,0.3360643,0.010584249,0.17416833,-0.55606747,-0.22618888,-0.05767767,-0.09465946,-0.12703575,-0.2842166,-0.56255543,0.5213887,-0.03853901,-0.21989238,0.034558184,0.27920732,0.20150435,0.21282999,-0.08132836,0.33877096,-0.002209037,0.0023577597,0.19539578,-0.38452166,0.002314578,0.33394173,0.046909742,-0.33433458,-0.28796157,-0.01092707,-0.7242745,0.27121827,0.28955075,0.41632074,0.09129171,-0.47573826,0.5378293,-0.23051724,0.20673245,-0.099290326,-0.620845,0.28363767,0.3881153,0.04137364,-0.16985421,-0.33436453,-0.17428944,0.44700456,-0.32317597,0.09407036,-0.07761756,-0.17478119,-0.79443395,-0.61319005,0.08317118,0.12533703,0.5512892,0.18479596,0.2601878,0.122220054,0.43039218,-0.10792406,0.32200542,0.091124296,-0.1311481,-0.33806688,-0.07648689,0.0029954102,-0.22214122,-0.17512175,-0.019677207,-0.08637589,0.41454607,-0.5367947,-0.3679112,0.42336565,-0.056405496,0.12538074,-0.74331796,-0.21890295,-0.43009692,0.2586398,-0.7943648,-0.370077,-0.4476774,-0.116744906,-0.17431664,0.050347835,-0.09742344,0.1913737,0.03564488,0.24538513,0.05332501,-0.26900756,0.2945525,-0.42633256,0.07136374,0.10700215,-0.62439924,0.23686738,-0.32061765,-0.4157008,0.15091488,0.021615287,0.21664025,0.61616135,-0.21978974,-0.19223236,-0.21246506,-0.030595519,-0.14592853,-0.65820336,-0.09850522,0.10386107,0.06268312,-0.21750759,0.18159686,-0.47298664,0.22506529,-0.50209063,0.20289794,-0.094175555,0.46366242,-0.027757885,-0.3340869,-0.4817664,-0.20089126,-0.36310923,0.37527078,0.4981078,0.19056103,-0.1111313,0.041295182,-0.44903722,0.3798735,-0.056726687,-0.17897132,0.040131602,0.1402807,-0.046988536,0.27365598,-0.12316742,0.096129715,-0.15564044,0.37746447,-0.31530312,0.2194641,0.5144067,0.017800702,0.21917017,0.11936944,-0.23316175,0.5164823,0.15930043,0.221686,0.3813752,0.20669568,0.044622995
b0032,-0.30205804,-0.48724067,0.12597126,-0.5544682,-0.052594416,0.4542565,-0.068675175,-0.05661243,0.2930089,-0.5844486,-0.020040799,0.17636342,-0.566996,0.1040857,-0.31038436,0.43866453,-0.37584528,0.07031505,-0.31129605,-0.5303629,0.1331655,0.37291119,0.16689423,-0.18554062,-0.07952008,-0.19144471,0.069784045,0.10083952,-0.34089676,-0.3775253,0.09186771,-0.5255212,-0.15210885,-0.050428037,0.13342004,-0.08930712,-0.16841005,0.19028926,-0.110835455,-0.43360612,0.24308303,0.24035515,-0.08382309,-0.21479607,-0.13178603,-0.31343505,-0.09615955,0.2555655,-0.29663703,-0.5350384,0.06615396,-0.6010666,-0.31236434,0.031013003,-0.07155325,-0.24815169,-0.19455558,0.19784872,0.5114634,0.12243093,0.56747764,-0.10933506,0.38260856,-0.19705024,-0.51016074,0.31056297,0.2007039,0.26577893,-0.013339517,0.02801582,-0.012865724,-0.24945988,0.47325498,0.4148226,-0.15657961,-0.5498049,0.13174513,-0.64054304,-0.6463909,0.054343123,0.012280419,0.15187693,-0.11450211,-0.5896492,-0.22862032,0.2912359,-0.19426358,-0.34518164,-0.31617075,-0.17886534,0.41649598,0.78613824,-0.22543626,0.4850729,-0.5971527,0.1056506,0.1862228,0.009814175,0.024446394,0.37555793,0.34463644,0.06797578,0.17065825,0.5201935,0.12973286,0.11551007,0.16599043,-0.07925976,0.09491247,0.14710812,-0.30314633,0.06948016,0.106493875,-0.39567882,0.22192584,-0.1445467,-0.5038384,0.07164009,0.39229083,0.09374238,0.066675425,0.15878852,0.37738764,0.07163619,-0.4669558,0.2919703,-0.7119645,-0.21031187,-0.45228982,-0.05105593,-0.33830154,-0.24511161,-0.3589653,0.19260584,-0.41608277,0.003434471,0.17932484,0.50992566,-0.13059224,-0.6051306,-0.75213116,-0.322951,-0.1842993,-0.022873536,-0.19602862,-0.58417296,0.21029182,0.022242151,-0.3821554,0.34287208,-0.29899827,-0.21003476,0.098351575,-0.036902368,-0.29419982,0.48859394,-0.36739618,0.35821453,0.06677221,-0.48969606,-0.31061143,0.08473106,-0.22421947,0.15953788,-0.47340974,0.15095228,-0.03008102,0.10044125,-0.37717625,0.19414985,-0.26969936,0.26366314,0.37578535,-0.28901342,0.29460946,-0.33781227,0.392226,0.11810037,-0.025772447,-0.57515746,0.5573015,-0.021020675,-0.6116516,0.52122545,-0.28920454,-0.5789154,0.38947338,0.22535695,-0.245792,-0.11539246,-0.48796093,0.3509622
b2440,0.18112525,0.0337553,-0.19499536,-0.24443217,-0.44764045,0.14977978,-0.16847564,0.15507707,0.13142619,0.006491683,-0.23294815,-0.059436217,-0.32670307,0.31095728,-0.15270251,0.13411234,-0.39597985,-0.23083153,0.008062114,-0.27946952,-0.0014371545,0.33187988,-0.2128944,0.28227246,-0.6146618,0.020965235,0.29074055,-0.49172217,-0.38306355,0.20541963,-0.3235588,-0.054132823,-0.20498526,-0.46863458,-0.22256276,-0.3430241,-0.3586687,0.19454016,-0.103169605,-0.16489331,0.08983364,0.09449715,0.050049428,-0.012399337,-0.17263554,0.8106862,0.4008695,-0.081140384,-0.08029196,0.14648658,0.19773448,-0.012977418,-0.4107461,-0.104278944,-0.8883866,0.01643442,-0.43899468,0.32412836,0.015592769,-0.18643676,-0.37967032,-0.09530444,-0.03730039,0.0506003,-0.2637416,-0.21183513,-0.40872833,0.3242217,-0.0741679,0.031122116,-0.19838665,0.0034842354,-0.17820214,0.4677469,-0.65345496,-0.6449635,-0.0022395754,0.31102237,-0.05409385,-0.15752916,-0.5406992,0.120999746,-0.3011299,0.07263439,-0.5537363,-0.003864813,-0.06877147,0.077978104,-0.3358665,-0.29341096,0.6011327,0.2813417,0.5434637,0.08026338,-0.328604,-0.16882111,0.31800386,0.20103596,0.4094133,0.17583196,0.55982834,-0.010284089,0.14951296,0.18155232,0.2928426,0.5712975,0.4011534,0.18175448,-0.3368807,0.019529426,-0.13578917,-0.23074408,-0.11603817,0.3641241,0.23158115,0.0024917638,-0.2563294,-0.9943905,-0.4228316,-0.048066158,-0.30606598,0.33045194,0.017470602,0.19059564,0.05943695,0.18492606,-0.22685483,-0.03077688,-0.3910063,-0.32457742,-0.023264566,0.3523431,-0.47915933,0.2430362,-0.30647436,0.3773017,-0.83755964,0.27089164,0.2216299,0.4664374,-0.34048545,-0.089621894,-0.2659564,0.006786432,0.05854266,0.4047355,-0.32764542,-0.1782247,0.28417605,-0.42946282,0.37425357,-0.6995831,-0.12379422,-0.39045513,-0.114637256,0.16353387,-0.28708777,0.22572334,0.29407972,-0.22671762,-0.48906156,0.8996021,-0.22909264,0.29304326,-0.60961217,-0.34719175,0.38305736,0.18314423,-0.14334734,0.14063767,-0.14160259,0.28233206,0.49239796,-0.05197204,-0.020806769,0.03385798,0.34445563,0.25226808,0.5008997,0.096512616,-0.06721631,-0.21440649,0.6157571,0.05207889,-0.16061656,0.23961541,-0.002892479,0.24418524,-0.12037658,0.067727916,-0.25540268,-0.15805328
b0365,-0.24562344,0.3908325,0.09748678,-0.51445544,0.35745153,-0.35796475,0.23450668,-0.2910386,-0.29309252,0.07092171,0.14647765,-0.08641033,0.16933998,0.52959263,-0.10672688,-0.11480854,0.04126374,-0.2590983,0.043265086,-0.42556655,0.03886104,-0.43514606,-0.46218532,0.6686089,-0.23571853,-0.13507049,-0.28053778,0.0053757434,0.062753536,-0.20908533,-0.19781579,0.18890166,-0.40019348,-0.07747785,0.5024839,-0.011658064,0.08212704,0.5048055,0.1712321,0.38393253,0.1667477,0.08415632,-0.08456339,0.34341627,-0.31966242,0.10447662,0.076395795,0.3460171,0.5332881,-0.48210034,0.17200226,-0.11582433,-1.2402154,0.22094892,-0.087415434,-0.5662035,-0.13091646,-0.044735912,-0.18159351,0.036053557,0.08546862,0.23515123,0.3619128,-0.14462028,0.40191403,-0.10002464,-0.30347532,-0.63006437,-0.48439464,-0.040544745,0.36368445,0.3708661,-0.30393678,0.24665,-0.12700094,-0.34841904,0.10714084,-0.66945696,-0.51065254,-0.28306994,0.38409308,-0.10661612,-0.33255088,0.18523361,-0.1333427,-0.7748984,-0.33779976,0.07865075,0.4738035,-0.14236917,0.06689239,-0.35194102,-0.53531,0.24714932,-0.08345467,-0.33441302,-0.07680712,0.5565761,0.80841607,0.3601799,-0.013479484,0.14447817,0.2525571,-0.24162096,0.3771464,0.22854964,-0.47028998,-0.72052705,0.381652,0.04899471,-0.026228564,0.09401901,0.049494445,-0.94995314,0.06439553,0.24046944,-0.30047053,0.15907602,-0.07951552,-0.88103163,0.12431809,0.44620246,-0.34302723,0.49600503,-0.32122317,0.10982041,-0.12639801,0.08447357,0.19859858,-0.07583795,0.5681258,0.16545023,-0.027915085,-0.026696173,-0.63769794,0.03641583,0.4274392,0.18686381,-0.4975332,0.18794613,-0.06303089,0.5290952,-0.26262328,0.2100056,0.84173685,-0.25991112,-0.11439569,-0.03908355,0.53090715,-0.3871518,-0.44065207,-0.31753853,-0.40366584,0.13871457,-0.49420342,-0.30022946,-0.123380065,0.062219296,0.23655137,-0.2871217,-0.0859391,0.08322394,-0.034102406,-0.35144264,0.05568002,-0.365469,-0.33585548,0.40878072,0.23942488,0.07634895,-0.082258314,0.2027036,-0.11177653,0.6692208,0.14971897,0.3096293,-0.35797703,-0.028072516,0.1638276,0.32096297,0.16476776,-0.50307465,0.46327958,-0.22144341,-0.5571951,-0.283727,0.28019673,0.1807202,0.14110108,-0.3016288,-0.2158251,0.0916975
b0755,-0.64459056,-0.103866205,0.40310943,0.12573516,-0.52500534,-0.2242199,0.039526947,-0.1020181,0.23363285,-0.09242325,0.5536345,-0.15755548,-0.16512847,0.23411852,-0.22430418,-0.59081936,0.1946467,-0.19419488,0.1272426,0.36610088,-0.34659022,0.09475079,-0.22639309,0.53366697,0.21249458,-0.36435482,0.11805097,-0.519225,0.053897046,-0.19932625,-0.001198431,-0.050235517,0.13054332,-0.67790705,-0.0711184,-0.17332995,-0.53077066,0.64410067,-0.23699771,-0.50504243,-0.30456817,0.21999858,0.43839398,-0.27003157,-0.30431336,0.43867537,-0.30327827,-0.2871347,0.53452504,0.45209524,0.05743983,0.1692888,-0.00015343027,-0.26244643,-0.12926728,0.08287672,-0.42299128,-0.0900614,-0.19634324,-0.18927224,0.26911703,-0.28215727,-0.1833228,0.38115093,0.4996093,-0.1383762,0.25372225,0.13489944,-0.5983038,0.049451556,-0.1336871,-0.11502079,-0.27125874,0.6270306,0.09831673,-0.07648361,-0.49521476,-0.36765084,0.21586303,-0.17051685,0.25204107,0.11734186,0.276712,-0.0963003,-0.26133242,-0.4994891,-0.12249293,-0.16191371,0.19892356,0.33736837,0.37993568,0.24259137,-0.111839145,0.13564667,-0.40448117,-0.8823833,0.7640705,0.4357549,0.008625481,-0.17583366,-0.24198863,-0.18486087,-0.12166465,0.14337021,-0.007660652,0.6428856,0.38412112,-0.12038045,0.015077619,0.41289526,-0.14980355,0.16390619,-0.22247699,-0.300936,0.091630824,0.26853904,0.15781589,0.043176796,-0.18914798,0.45069313,-0.25411898,0.18926,0.18178849,-0.052138556,0.028428163,-0.21355884,0.19028336,-0.6267157,0.17018265,0.049929142,0.13829032,0.23103495,-0.1259369,0.29980773,-0.32723555,-0.18100432,-0.41438133,0.30325773,0.15605809,-0.04076398,0.18780565,0.5137257,0.2749635,-0.36464167,0.16433917,0.39384577,-0.0897446,-0.034005214,0.48279235,-0.21712032,0.1492213,0.12191319,0.1287492,-0.08340774,-0.08634732,0.6672803,-0.02649549,0.41189423,0.35170555,-0.7692704,-0.11496219,0.4178464,-0.42606476,0.19086401,0.11319476,0.28398648,-0.4601199,0.07902176,-0.033692103,-0.034553256,-0.34018898,0.38989493,0.39572823,0.036921006,0.82602936,0.4561295,0.08776595,0.16270457,0.19107908,-0.41619924,-0.61232483,-0.4026277,0.28317153,-0.34017256,-0.570347,0.3939162,0.7015007,0.031821825,-0.49255297,-0.07533434,0.6208642,-0.59513354
b0704,-0.06599604,0.2656519,0.26705787,-0.022777678,-0.12383751,0.40197513,0.3217318,-0.67165214,0.43687177,-0.5117523,0.44084096,-0.0087004565,0.45061666,0.1650784,0.18119074,0.60558933,-0.2765792,0.18428326,-0.05427654,0.14484528,-0.05837928,0.5769102,-0.10807081,-0.22176497,-0.18295278,-0.43309262,0.45024294,-0.11325557,0.3094185,0.42185625,0.06154705,0.44906747,-0.12404426,0.09483239,-0.25400406,0.25352338,0.024141684,0.21490884,0.028399033,-0.3855525,-0.21887107,0.09735768,0.3463567,-0.60657454,0.15837274,-0.20919812,-0.5642844,0.35979366,0.25932002,0.10218846,0.20204796,-0.6206858,-0.40803802,0.77720857,-0.61481506,0.056597594,-0.37130657,-0.6053013,0.055954035,0.038930632,0.32620278,-0.33278823,-0.24657397,0.038796768,-0.54151535,0.22336975,0.22990474,-0.06978505,0.07546528,-0.2548808,0.09025489,-0.13763817,-0.26702756,0.17550598,-0.5627751,0.13198875,0.057648826,-0.18716472,0.017707227,0.023134215,-0.19679387,0.32380742,-0.28198272,-0.567513,-0.16918159,-0.31826884,-0.013683289,0.026000312,0.064802796,0.05534602,0.029320406,-0.35533977,0.078925885,-0.03628341,-0.5159453,-0.38555464,0.64007837,0.22524153,-0.15103655,-0.3786101,-0.0806385,-0.56513375,0.3452792,0.36055133,-0.3851746,0.27834395,-0.3571292,0.4223779,0.4014209,-0.13271295,0.24087438,0.15481465,-0.5784993,0.1901002,-0.113856256,-0.07787864,-0.10180811,0.08702975,-0.10390519,-0.6342405,0.02365451,0.4383841,-0.19070368,0.076949224,0.322654,-0.01699153,0.39021236,0.35160872,-0.46951187,0.24133886,-0.5761982,-0.13427146,-0.7040115,0.07158271,-0.08235159,-0.5109724,0.027762141,0.18544233,-0.4186567,0.29778776,-0.7899149,-0.42614052,0.10258722,0.024535656,-0.32433987,0.17795035,-0.18428148,0.43572146,-0.11674041,0.10982386,0.23620166,-0.39737442,-0.13356484,0.51980984,0.027433883,0.31287563,0.045069437,-0.34602255,-0.0782637,-0.388247,-0.10444706,-0.16340798,0.14869973,0.7564461,-0.15558462,-0.00809166,0.07858276,0.025516719,-0.19855273,-0.40888974,-0.12951313,-0.35424945,0.043101724,0.24811938,0.3484362,-0.49578407,0.7827684,-0.05822781,0.5656152,0.30797657,-0.33107832,-0.7045863,0.2634284,0.312013,-0.26228037,0.26728404,-0.116970636,0.41287136,-0.37369764,0.5390941,0.124890566,0.0343584
