True,bla_0,bla_1,bla_2,bla_3,bla_4,bla_5,bla_6,bla_7,bla_8,bla_9,bla_10,bla_11,bla_12,bla_13,bla_14,bla_15,bla_16,bla_17,bla_18,bla_19,bla_20,bla_21,bla_22,bla_23,bla_24,bla_25,bla_26,bla_27,bla_28,bla_29,bla_30,bla_31,bla_32,bla_33,bla_34,bla_35,bla_36,bla_37,bla_38,bla_39,bla_40,bla_41,bla_42,bla_43,bla_44,bla_45,bla_46,bla_47,bla_48,bla_49,bla_50,bla_51,bla_52,bla_53,bla_54,bla_55,bla_56,bla_57,bla_58,bla_59,bla_60,bla_61,bla_62,bla_63,bla_64,bla_65,bla_66,bla_67,bla_68,bla_69,bla_70,bla_71,bla_72,bla_73,bla_74,bla_75,bla_76,bla_77,bla_78,bla_79,bla_80,bla_81,bla_82,bla_83,bla_84,bla_85,bla_86,bla_87,bla_88,bla_89,bla_90,bla_91,bla_92,bla_93,bla_94,bla_95,bla_0.1,bla_1.1,bla_2.1,bla_3.1,bla_4.1,bla_5.1,bla_6.1,bla_7.1,bla_8.1,bla_9.1,bla_10.1,bla_11.1,bla_12.1,bla_13.1,bla_14.1,bla_15.1,bla_16.1,bla_17.1,bla_18.1,bla_19.1,bla_20.1,bla_21.1,bla_22.1,bla_23.1,bla_24.1,bla_25.1,bla_26.1,bla_27.1,bla_28.1,bla_29.1,bla_30.1,bla_31.1,bla_32.1,bla_33.1,bla_34.1,bla_35.1,bla_36.1,bla_37.1,bla_38.1,bla_39.1,bla_40.1,bla_41.1,bla_42.1,bla_43.1,bla_44.1,bla_45.1,bla_46.1,bla_47.1,bla_48.1,bla_49.1,bla_50.1,bla_51.1,bla_52.1,bla_53.1,bla_54.1,bla_55.1,bla_56.1,bla_57.1,bla_58.1,bla_59.1,bla_60.1,bla_61.1,bla_62.1,bla_63.1,bla_64.1,bla_65.1,bla_66.1,bla_67.1,bla_68.1,bla_69.1,bla_70.1,bla_71.1,bla_72.1,bla_73.1,bla_74.1,bla_75.1,bla_76.1,bla_77.1,bla_78.1,bla_79.1,bla_80.1,bla_81.1,bla_82.1,bla_83.1,bla_84.1,bla_85.1,bla_86.1,bla_87.1,bla_88.1,bla_89.1,bla_90.1,bla_91.1,bla_92.1,bla_93.1,bla_94.1,bla_95.1
b4290,-0.0248129,-1.009678,0.17612578,0.521264,0.1799881,-0.23138827,0.20369805,0.12658228,-0.001093595,-0.014820124,0.2842509,-0.4499018,0.18609947,0.28517848,0.15090843,-0.078510985,0.042638604,0.14915712,-0.104726076,-0.349028,-0.28572458,0.7915722,-0.5560348,0.21022533,-0.43579057,-0.20054142,-0.3704292,0.6044519,-0.41977113,-0.04756767,-0.44358099,-0.23075466,0.033806723,-0.2623707,-0.45271352,0.045322042,0.019968245,-0.22645992,-0.16901638,0.08328377,-0.5901564,-0.024167662,-0.21425769,0.13764818,-0.2032947,-0.3811271,-0.31739327,0.23538917,0.11483407,-0.033107422,-0.43524766,0.23846824,-0.10218675,0.14894043,-0.26564822,-0.21185654,0.08528094,-0.51085716,-0.4743393,-0.32142505,-0.31482995,-0.28796855,0.014554163,0.039593484,-1.0016627,0.25364915,0.28891778,0.41904142,-0.10598476,0.06973909,-0.23953022,-0.022131467,-0.19029085,0.1756951,-0.5276549,0.17356503,-0.025639173,0.08192307,-0.25411677,-0.35634384,0.40088278,0.36652544,0.1984469,0.14695024,0.28938472,-0.26393864,0.18053384,-0.06036426,-0.051086906,0.18397075,0.00053086557,0.16640055,-0.101599686,0.17509122,-0.022390421,-0.17711902,0.035728674,0.32291788,0.20102274,0.32994002,0.019636,0.21118551,0.017064992,-0.26704526,0.03180998,0.18505652,0.2694604,-0.5494552,0.35214314,0.032084078,-0.15997854,-0.10820032,-0.13074614,0.010895715,-0.08602391,-0.09876648,-0.04477309,-0.6502839,0.050613943,-0.057111945,-0.042500764,-0.28127196,0.445187,0.22026478,-0.10669923,-0.22102517,0.40185642,0.056435872,0.08684601,0.68003285,-0.3567446,0.1908307,-0.30439502,0.426571,-0.5020877,-0.47765312,0.2654192,0.7551848,0.3792919,-0.20041847,-0.5482311,-0.18539228,0.098718494,0.414274,0.39791247,-0.13164803,0.25338244,0.13467622,0.048376765,0.40685564,0.30517405,-0.10646977,0.36638963,0.0098073855,-0.24203804,0.2619441,0.5281828,-0.5751398,-0.08283858,-0.077418104,-0.46514383,0.3086887,0.51179326,-0.13107565,-0.38765913,-0.18913396,-0.3019057,0.0023509772,0.4782612,0.40207794,0.3851764,-0.19780247,0.38673785,-0.1790864,-0.18320334,0.36120364,0.55895257,0.028480073,0.055059724,0.01902581,0.103505604,-0.07305206,-0.68788123,-0.027670318,-0.65715665,0.52441734,0.85352397,0.29077134,0.36058974,-0.08927577,-0.18473552,-0.22838633
b3462,-0.13870737,0.05476848,0.57079095,-0.25030267,0.2019363,0.23366262,0.45993158,0.1982042,0.20159127,0.5014133,-0.04090798,-0.1376219,0.7509796,0.042837787,-0.18548118,-0.15086427,0.1718312,0.042587206,-0.2987298,-0.0071026636,0.1730082,-0.04398363,-0.051886972,0.44390318,0.15300459,0.05517122,0.03998891,0.19582838,0.30310965,-0.010229503,-0.24627936,-0.26863152,-0.25927034,-0.6205285,-0.12397302,-0.4114536,0.46747684,0.11800658,0.080052815,0.017277762,-0.07919358,0.24265671,0.11392626,-0.30622143,-0.02617568,-0.3109023,-0.20881534,0.33121794,0.099487126,-0.5382919,-0.24692985,-0.3127659,-0.36656144,0.2664921,-0.16600898,-0.49336693,-0.06454898,-0.5760256,-0.74037033,0.29056454,-0.23781945,-0.5398277,-0.42652363,0.7755809,-0.43239057,0.59310293,0.2090893,-0.111294106,0.29210272,0.09326814,-0.12714694,0.008652545,-0.104903094,-0.27057365,-0.6266492,-0.47599602,0.32590416,-0.07759544,-0.46138582,0.05579814,-0.20181204,-0.26505387,0.3651207,0.34624127,0.0643551,-0.3000119,-0.19738632,0.039277438,0.58589804,-0.008208094,-0.01577268,-0.29805753,0.013994352,-0.21491499,-0.1301872,-0.31948698,0.47885275,0.24983768,0.113648534,0.37651998,-0.079994366,-0.42432815,-0.11961961,0.2772683,-0.41183764,0.5267749,-0.16897435,-0.29835778,-0.060285766,0.26813382,-0.34136453,-0.07061078,-0.33036056,-0.1219115,0.6162678,0.28632924,-0.21605346,-0.5712492,0.09506076,-0.27094144,0.10565526,-0.024153925,-0.14937446,0.27357534,-0.96021533,-0.67162055,0.24907467,0.14157487,-0.104615755,0.22401316,-0.2847125,-0.4219329,-0.73496515,-0.3971351,0.32357058,-0.29940647,0.09570571,0.52462757,-0.22452511,-0.2314772,-0.44176576,0.34380898,-0.6988005,0.04249767,0.1581557,-0.81688595,0.2739224,0.099882655,-0.56335294,0.08017434,-0.035691485,0.51762474,0.040882777,0.25120336,-0.08171978,0.030468693,-0.16927929,0.2917383,-0.07413402,-0.27110684,-0.64952767,0.32534635,0.21311975,0.44688296,-0.16078511,-0.38492733,0.282668,-0.0887896,0.587554,0.2218172,-0.12774125,-0.23683974,-0.05416863,0.15795355,0.13288862,-0.37670648,-0.22693473,-0.2385244,0.6330258,0.22751556,-0.26347545,-0.35149863,-0.1408913,-0.18976277,0.14650701,-0.16859026,-0.0627384,-0.29960048,-0.0750834,-0.37708247,-0.19597778,0.4735808
b0094,0.19226243,0.35423502,0.12986119,0.27979338,0.7562477,-0.042800337,-0.13513926,-0.1915278,0.23080091,0.031948525,0.004300023,0.23978013,0.00274897,-0.10927261,0.042169273,-0.15533166,-0.4048133,0.06725472,0.07135991,-0.25528678,0.008016288,0.26857013,-0.27541313,0.5208204,0.19804819,-0.25677365,-0.14354245,0.0140626095,-0.44748938,-0.25241217,0.40907517,-0.55622727,0.36326665,-0.37684038,0.44547835,0.5439302,-0.017896622,-0.28099573,0.55740035,-0.73235,-0.028657578,0.09995316,0.087359585,0.22785892,0.077275425,0.41720137,-0.13680722,-0.10545842,0.1316782,-0.5177944,-0.091022074,-0.3549079,-0.46118948,0.28894758,-0.46809337,-0.62039685,-0.28924853,-0.19417457,0.2813217,0.37048677,0.09439046,0.2773801,-0.38673586,0.13181654,-0.04799457,-0.011438721,-0.030604145,0.020028915,-0.17393197,0.2630499,-0.08906454,0.3915469,-0.15151021,-0.2840638,0.17479376,-0.5643714,-0.6983832,0.15603088,0.09960569,-0.04576929,-0.38558018,-0.12602457,-0.12061185,0.31755522,0.32417583,-0.045098953,-0.16647501,-0.42115942,-0.41622484,0.3294648,0.38676956,0.30460525,-0.023086572,0.02752328,0.24440417,-0.3957758,0.053003777,0.28167427,-0.08852963,0.36300194,-0.11295979,-0.62483525,0.13455895,0.4634144,-0.06986541,0.475495,0.37604424,-0.06970653,-0.36237785,0.5569234,0.32725278,-0.057186186,0.005215726,0.22001654,0.37123367,-0.3846721,0.35140106,0.096994236,0.14610651,-0.5107929,-0.24195702,-0.2117112,-0.36285034,0.1450399,0.4806229,0.100268535,-0.032184143,0.51018864,0.10736956,0.016209869,0.03253692,-0.41298145,-0.021336451,0.30767784,-0.80047697,0.13935836,0.18072014,0.5898794,-0.29263926,0.026222039,-0.27245882,-0.18501617,0.093664035,-0.26209307,0.15982096,0.23390839,0.1418765,0.026649091,0.69355595,0.020858364,0.026325142,-0.1717542,0.014006279,-0.43337905,-0.31919548,0.115089156,0.23052296,0.02919029,0.45594895,-0.19605768,-0.6003751,-0.0578428,0.5936052,-0.34705344,0.4024669,-0.32572007,0.0635658,-0.13675137,0.42475843,0.58857214,-0.43455794,0.16599344,-0.4778868,-0.112256534,-0.19053659,0.10356722,0.4022678,0.110942386,0.09852318,-0.3040526,0.46924514,-0.63189757,0.044508666,-0.5080119,0.17412144,-0.19342479,0.025416551,-0.07443908,-0.2984614,0.1872426,-0.023011563,0.055993393
b0166,-0.11634267,-0.45006412,0.5815381,0.19708948,-0.26227936,-0.2954889,0.047772583,-0.46162847,0.5796667,-0.10156428,0.0719544,-0.015246481,-0.78388786,1.044312,0.6178075,0.17921145,-0.5298309,-0.48982707,0.5425972,-0.39662176,-0.65168446,0.21430813,-0.5575891,0.22097334,-0.1722324,-0.19504301,0.017012523,-0.53894866,-0.097444214,-0.009259071,-0.22033454,-0.21075928,-0.1652868,-0.5480777,0.05230078,0.34592846,0.38022667,0.30505216,0.6242516,0.013932749,0.10086984,-0.40833685,-0.10438213,-0.5211407,0.13931538,0.5602847,-0.112223595,0.37613323,0.29066435,-0.40035096,-0.22579971,0.56603456,-0.1638775,0.18729287,0.049433626,0.072759725,-0.12639505,-0.63477075,0.5654852,0.0021720787,-0.093757994,0.0041305167,-0.4289127,0.2772427,-0.4939359,0.10343959,0.64382416,-0.18497272,-0.27870652,0.51489526,0.11718242,-0.29673678,0.4772411,0.095388085,-0.17698817,0.026597349,0.21253647,-0.039381158,-0.24607658,0.29644912,0.084291615,-0.3380023,0.46305728,0.03295735,-0.0919464,0.064360715,0.3365301,0.2564313,0.3694902,-0.061979126,-0.16167845,0.40844566,0.08278971,0.25192168,0.18653339,-0.16420266,0.30076146,0.6970141,-0.105320744,-0.95584434,0.29199383,0.0969922,0.5622957,-0.06359445,0.33172512,-0.12695095,0.08017236,-0.3823716,0.37636507,0.71407586,-0.6151502,0.07975268,-0.5105241,0.64103353,0.15656398,0.07756582,0.052451786,0.46580324,-0.20179747,-0.01662983,0.029722398,0.19141537,0.5159706,-0.23872654,0.32168257,0.32942536,-0.66612065,-0.020847477,0.6749095,-0.25157148,0.15193887,0.04365238,-0.36759976,0.27708995,-0.23951708,0.028090922,0.5055502,-0.057552535,-0.3164208,0.63535434,-1.0235579,0.38393024,-0.055031285,-0.09683587,-0.11570083,-0.0243416,0.26387903,0.38261425,0.39269325,-0.1263118,-0.3876936,-0.3994079,0.024555711,0.12734678,0.25871074,0.2198844,0.07174488,-0.057920113,0.15477735,0.364582,-0.19530201,0.28018925,-0.034276243,0.23062849,0.35596192,-0.017264642,0.53846955,0.00476006,0.1252922,-0.047957703,-0.2228714,0.025245154,0.15620331,0.12653422,-0.17984566,0.13433248,0.19217817,-0.22109827,0.10001286,-0.014198281,-0.065063685,-0.3623916,-0.88086784,-0.29471967,-0.47191897,0.20690322,-0.017992778,-0.0093299365,-0.36553258,0.17983131,-0.13346446,-0.24432138
b4586,-0.03464273,0.27888042,0.20612581,-0.24966656,-0.0011137859,-0.38724208,0.4441667,0.44191107,-0.06692789,0.017841393,0.034191996,-0.21860914,-0.08977016,0.42962527,-0.18111914,0.33918056,0.4723901,0.29971844,0.0016687654,-0.43806133,-0.6302812,-0.13783552,-0.102416106,0.6300981,0.3980038,-0.54621863,0.33715615,-0.16261375,-0.35440594,-0.5333363,0.0892358,0.12759218,-0.013786367,0.5397443,-0.5530739,-0.39439678,0.29465947,1.1093719,-0.27477247,-0.0023636846,0.16806185,0.063109495,-0.34814173,-0.10748061,-0.28678522,0.024488933,0.20709544,0.04679009,0.20960203,-0.19759478,-0.055425975,-0.011582874,-0.5192995,0.53927743,-0.14495072,-0.18584187,0.18515605,-0.36057684,-0.14421856,-0.9593989,-0.15207498,-0.10248904,-0.21764994,-0.026083082,-0.03383704,0.059470616,0.42716247,-0.049698107,-0.29572746,0.17530052,-0.34394914,0.3046747,-0.2805161,0.15053676,-0.08916029,-0.37302065,0.26546922,-0.35486576,-0.33868542,-0.22124304,-0.1968299,0.09176947,-0.8935858,-0.02013569,0.40751448,0.031362705,0.3076506,0.09006498,0.102350965,0.55610436,-0.13695382,-0.35146752,0.081045106,-0.03091457,-0.089465134,0.14712822,0.7483279,0.45744237,0.2992399,0.35608232,0.25331727,-0.5441809,0.17837827,-0.27434224,-0.22019999,0.48671323,0.29240358,-0.6275192,0.18475525,0.47224867,0.273075,0.0788943,-0.2584311,0.18180102,0.1022862,-0.6147012,-0.14510329,-0.33767027,0.0068270466,-0.06879748,0.07347983,-0.3214463,0.58247393,0.34882733,-0.30250058,0.06762672,0.41903245,-0.16118191,0.10777581,0.61222875,0.5912834,-0.013149753,0.15769207,0.4072862,-0.3922014,0.2738347,0.12401223,0.4631751,0.40946558,0.6519522,0.38518742,0.12558678,-0.57908887,0.1840104,-0.5190155,0.33812186,-0.63405144,0.17970558,0.112872176,0.52447957,-0.39283857,-0.13927026,-0.69631,0.7315133,-0.22589996,0.02042767,-0.60173494,-0.1614597,-0.13521999,-0.21972944,-0.16439338,-0.21913272,0.12768652,-0.19614063,-0.04323851,-0.100071095,0.10866116,0.2736415,0.30493167,0.39917693,0.11591125,-0.016959755,-0.22642586,0.2608923,-0.19005501,-0.14348403,-0.06587901,-0.010970085,0.54159933,-0.25085866,-0.13990064,0.072276406,-0.05621069,0.20780045,-0.13787745,0.089085214,0.33527145,-0.14489229,-0.27619126,0.05031915,0.2760853,0.37370354
b3786,0.37478176,0.2598552,-0.5522137,0.2620195,-0.67820305,0.020804483,0.061108444,0.17329094,0.23222937,0.33682582,0.2897329,-0.5918272,-0.10109784,0.18260653,-0.27017066,0.39634514,0.069126375,0.5345938,0.14129966,-0.22429153,-0.11278766,0.03140556,-0.2907397,0.8910547,-0.19370146,-0.36889476,0.02141084,0.08766702,0.17439322,-0.4941975,0.17750493,-0.13491324,-0.23695178,-0.38337687,-0.043732487,-0.010234654,-0.3102537,0.2927575,0.3266319,-0.27822068,0.34303758,-0.08552033,0.1842864,0.3124929,-0.58004427,0.6582566,-0.30165735,-0.4465526,0.3177044,0.35478643,0.1552382,0.22445063,0.20165887,0.07105153,-0.6424918,0.09492803,-0.18313168,0.20959201,0.23296028,0.38122445,-0.34358793,0.17532745,0.42949927,0.5626379,-0.025894834,0.61736906,-0.05372153,0.32713205,0.2522997,-0.2884343,0.459452,0.17895722,-0.12989075,0.15639783,-0.02789121,-0.22803283,0.062323797,0.0262228,-0.52354544,-0.7720007,0.41648483,-0.051295877,0.2845301,0.36107537,0.27690193,-0.041307636,0.42278048,0.15194423,-0.09132489,0.18606049,0.054385107,0.17704517,-0.3584395,0.35966492,-0.35869524,0.2245321,0.17198417,0.47023767,0.10697614,0.27032933,0.24409111,0.017534468,0.21284385,-0.052405164,-0.7943863,0.068640895,-0.26755977,0.08897477,0.3685197,0.15201153,-0.6540899,0.3258844,-0.44071752,-0.44156936,0.2703193,0.36347002,0.2938008,-0.5494711,-0.089954965,-0.029889684,0.13707402,-0.290566,0.8307505,0.22742666,0.25529525,0.026181335,-0.16130018,-0.13378437,-0.2825284,-0.1447711,-0.13105942,-0.37441364,-0.3137778,0.038457017,-0.6620162,0.074481,0.92754465,-0.34668258,0.36910528,0.49297467,0.3386911,0.092754014,0.21181063,0.675481,-0.23846686,0.044417344,0.0836204,0.42251647,0.015484277,-0.5245748,0.08549196,-0.22455125,0.22727138,-0.34210873,-0.5393549,0.7842614,-0.29182693,0.074586846,0.057328068,-0.26766828,-0.61328757,0.292695,0.17191736,-0.3072679,-0.10114786,0.048330702,-0.3099842,0.027348977,0.28205168,-0.08306098,-0.091751054,0.11078646,-0.056864884,0.22907023,-0.26227066,0.22656262,-0.20706208,0.029569698,-0.28501123,-0.2813183,-0.22274715,-0.24142931,-0.26235336,-0.33323386,-0.060890477,-0.20115502,-0.21705174,-0.07631407,0.10009112,-0.208212,0.30504334,-0.49062032
b2142,0.52359986,0.29111472,-0.19159609,-0.44822183,-0.15399109,-0.07104414,0.037378684,-0.31044763,-0.34057164,0.21973372,-0.3628855,0.16472733,0.025436705,0.12609166,-0.24671954,0.17672539,0.14365047,-0.39085278,0.35730958,-0.27191496,0.30403015,-0.0050998325,-0.028844425,0.54585147,-1.0723126,-0.100366645,0.1319509,0.013375199,-0.44388032,-0.124369875,0.12909281,-0.13253345,-0.19753794,-0.2833748,0.050774995,0.29378414,-0.53595394,-0.012235809,-0.15695317,-0.20777436,0.22698158,-0.16780132,-0.318217,-0.16322604,-0.7859298,0.23660223,-0.82060903,-0.06831461,-0.019904371,0.08214834,-0.4471524,0.029316247,0.011806777,0.068599366,-0.47729683,0.09238779,0.7273195,-0.31144086,-0.636873,0.298304,-0.37868422,0.06236876,-0.3219405,-0.24865541,-0.403312,0.105840914,0.35814548,-0.019546969,-0.08195883,0.12228261,0.45268586,0.37311688,0.124013565,0.051988114,-0.36380872,-0.5284185,0.22946894,-0.3088491,-0.33313772,0.15117297,-0.26301357,0.07576821,-0.078813896,0.086698145,-0.009730988,-0.045728825,0.2957118,0.060493015,-0.09611522,-0.39738092,0.34165528,0.055949304,-0.41227135,-0.06341664,0.5549718,-0.011349827,-0.0568749,0.097897924,0.35058457,0.032292202,0.3255304,-0.3753618,-0.21482289,-0.10693804,0.23600212,0.10288149,0.19420782,-0.2220646,0.44619513,-0.18555272,0.36976528,0.012091116,-0.5823071,-0.067947894,0.013659485,0.29447275,-0.031058429,-0.047929242,-0.6786365,-0.6704027,-0.19952539,0.092346124,0.014244062,-0.5534036,0.45258448,0.13129497,-0.52420753,-0.09077958,0.037030898,0.20846203,-0.7230973,0.07005483,0.2769996,0.41325077,-0.4767733,0.08250885,0.30126518,-0.021997415,-0.5266417,0.5522861,-0.3254536,0.102655895,-0.31427556,-0.113085434,0.17867027,0.31639886,0.32578003,-0.62880033,-0.22753498,0.36396486,0.2124114,-0.34301952,-0.4024622,-0.44325972,-0.6967864,0.23159808,-0.06267728,0.12564068,-0.03310122,0.0071153147,0.024552865,0.035976492,0.3545708,-0.13886607,-0.39059237,-0.75390285,-0.23137525,0.5259038,0.20154111,-0.41634297,-0.040952798,0.25723508,-0.30708393,-0.37568188,0.5244107,0.36801243,0.37296087,-0.46431574,0.32676908,-0.034149747,-0.18725663,-0.031601116,0.020555597,0.58066124,-0.1484391,0.3001193,-0.08520979,-0.31977424,-0.038093697,-0.052023873,-0.20197147,0.5946343
b0832,-0.15199673,0.20476475,-0.003564151,-0.20809758,-0.09841272,-0.13590519,-0.18366,0.0696636,0.12516898,0.41598842,0.52169746,0.043524195,0.45862523,0.28283125,0.44444525,-0.042491324,0.299127,0.14780961,-0.49306366,-0.04440236,-0.16222985,0.0015298151,-0.5001993,-0.18413827,0.6817406,-0.74764967,-0.18944235,0.32272878,-0.07606297,-0.122524105,-0.4358668,0.24986516,-0.52730286,-0.38191128,-0.091568224,-0.25168738,0.23434691,1.003629,-0.12249106,-0.15376946,-0.43784583,-0.4454828,0.20641644,0.041224126,-0.42501733,0.40469563,-0.060283925,0.104315564,0.50469184,0.41195157,0.14543575,0.04390236,-0.49733028,-0.039433442,-0.06101447,0.14052333,0.30319473,-0.31096148,-0.16342041,-0.24615242,0.34601334,-0.4758439,0.5517371,-0.44473362,-0.019295704,0.32570872,0.085123196,0.124655075,-0.32953256,-0.2061062,0.40750536,0.10715571,0.3141864,0.17772979,-0.6556815,0.09699419,0.17521866,-0.041688584,-0.8531235,0.16841197,-0.019961918,0.12544614,0.06229778,0.12917347,0.4304186,0.15064645,0.02001906,-0.20982036,-0.17767064,-0.081753634,0.5763777,-0.0073785326,0.43442512,-0.1280454,-0.6908416,-0.26074126,0.3592488,0.5799884,-0.08387444,0.23278268,0.12688798,-0.23392422,-0.16856255,-0.41480935,-0.38795465,0.04342411,0.51310813,-0.3211718,0.26067266,0.1125954,-0.13107736,0.4851659,0.12522276,-0.30144572,-0.3091211,-0.13380253,0.0025668247,-0.357409,-0.11961294,0.02907753,-0.6196246,0.46640745,0.061876774,0.28683093,0.008161854,-0.02712269,-0.47933635,-0.38789296,-0.019397922,-0.018353513,0.2540674,-0.5949511,-0.40140355,0.17130722,-0.67435044,-0.2638285,0.28968656,-0.36919957,0.4621401,0.09219741,-0.09809436,0.10763639,-0.19068998,0.13758183,0.118029974,-0.118174344,0.10131847,0.023009034,-0.7052612,-0.2655073,0.058483426,0.1733532,-0.14025371,0.14546457,-0.29294538,-0.16154988,-0.25868532,-0.2410604,0.22025429,-0.12603416,0.14833798,0.31583664,-0.30829117,-0.005214115,-0.086025596,-0.39209682,0.18766762,0.58495104,-0.3926963,0.1153501,-0.43074867,0.26808658,0.33214125,0.10797396,-0.53041685,-0.13197497,0.2414684,0.25298104,0.17317691,-0.34491792,-0.4832508,0.009320147,0.23914577,0.20225604,-0.3134381,-0.19664548,0.23722063,0.2547206,-0.4802966,0.56874174,-0.56651306,0.118503265
b0907,-0.4138748,-0.19843462,-0.20443353,-0.16757904,-0.20993996,0.0556027,0.15478174,0.7448586,0.53603405,-0.021189941,-0.1669654,0.30793357,-0.22777757,0.43111426,-0.2988996,-0.094681665,-0.09743444,-0.56699604,-0.18529885,-0.444181,-0.5880675,-0.069827,0.2660968,0.2241042,-0.20314245,-0.3826623,0.49822372,0.30224434,0.14991029,-0.24759118,0.45412964,-0.004807075,-0.42763966,0.08597581,-0.07908021,-0.0041979193,-0.06811654,-0.0020402535,-0.12014331,-0.23848729,-0.056019973,0.014549032,0.18045087,0.56145525,0.3973192,0.35221455,0.45054114,0.21150242,0.12720741,0.3166996,-0.117015064,0.45638016,0.59790635,0.026950808,-0.41041544,-0.20123099,0.40409023,-0.7581518,-0.012271238,0.16696593,-0.27026054,0.21093224,-0.17282717,-0.14720507,-0.034487568,0.006664742,0.16419844,0.0661707,-0.49196905,-0.17355971,-0.31245,0.10742412,-0.04040094,-0.35740122,-1.1861503,0.5011743,-0.4966422,-0.11817738,-0.35118777,-0.28567955,-0.252875,0.010175529,-0.14352453,0.30343777,0.051223077,0.055338822,0.01587832,0.0021794743,0.31536046,0.029508635,-0.14838052,0.30440074,-0.21179275,-0.3554498,-0.03057083,-0.17326729,0.7756924,0.68884563,0.28845426,0.09794413,-0.012769799,-0.6633804,-0.05733475,0.0889834,-0.03525279,0.3158949,-0.0038770796,-0.28347293,-0.356158,-0.045819618,-0.52980304,-0.055494815,0.1686074,0.10554821,0.59382665,0.5932269,0.5041076,0.24679652,0.03957294,-0.27959043,0.03797527,0.5779207,-0.5941881,0.07803409,0.06300116,0.47612268,-0.672017,0.2524102,0.036437903,0.16111338,-0.1865888,-0.2781059,-0.18234742,-0.36722544,-0.15400885,-0.067391515,0.3964444,-0.2124354,0.19974202,0.93850887,-0.42459118,-0.3484587,0.02131478,-0.13095124,0.435139,-0.12378615,-0.11169474,-0.14268059,0.14251958,0.10927964,0.212959,-0.16651295,-0.06559551,-0.13993901,-0.4456334,-0.27208707,0.0014202422,-0.37333524,-0.87680054,0.17547995,0.39628628,-0.15974945,0.5670732,-0.38812876,-0.7440925,0.036877975,0.20645288,-0.0720045,0.11802554,0.08967133,0.21703228,0.7287999,-0.13854045,-0.23140293,-0.15425175,0.38898587,-0.14991176,0.036091603,-0.012391978,0.21922635,0.13752276,-0.08319205,-0.25833306,-0.11750712,-0.40057948,0.0797204,0.66866064,0.048280314,0.18032376,-0.2162213,-0.014233033,0.24444428
b3745,-0.13087437,-0.3129018,-0.009342111,0.19930746,-0.1341225,0.020406064,0.40020066,0.0037247392,0.54244244,-0.45862925,0.11557511,-0.11780202,0.09632554,0.34971368,-0.14970574,0.5202233,0.36729264,0.5753732,0.49680647,0.015719658,-0.21025589,0.44414818,-0.20383863,0.23629026,0.15886863,-0.04043889,0.068000354,-0.14587775,-0.18889016,-0.3180655,0.15364657,-0.48890767,0.0076822513,0.50310886,0.15931183,-0.42658526,-0.072890416,0.088321134,-0.11441156,-0.3903798,-0.5171907,-0.38940856,-0.0545462,0.19391724,0.14823787,0.78795385,-0.25463247,-0.37828058,0.34645247,0.512483,0.18035665,0.082880504,0.018957136,-0.20065057,-0.3847258,-0.45743066,-0.7015354,-0.15712684,-0.33968264,0.38717347,0.40274814,0.26130024,0.119995035,0.163264,-0.6279358,0.5859183,0.18794295,-0.24249367,0.13426849,0.14814435,0.24859886,-0.3838141,0.5690863,-0.41394195,-0.65656275,-0.56067777,0.57620484,0.28506792,-0.033183873,-0.209498,-0.02029397,0.0687761,-0.011941294,-0.01916156,0.3880003,-0.05441557,-0.36356616,0.22502664,0.19766924,0.37141404,0.032944646,-0.2825304,0.79684865,0.5545205,-0.14215946,0.27030423,0.7937737,-0.019585136,0.31230554,0.88419735,0.30325237,-0.13448839,-0.02838857,-0.23189107,0.18193097,-0.21604814,0.100167125,-0.006056355,0.0767232,0.39881358,0.1340507,0.061092094,-0.014558641,0.005716758,-0.32728857,0.28551054,0.66730887,0.2821681,-0.2914911,-0.07173478,0.17800753,0.928117,-0.061123982,0.6107421,-0.34544337,0.18110791,-0.23502593,0.02919997,-0.271414,0.09617885,0.2981125,0.6411254,0.3241514,0.4928705,-0.012366236,-0.6766623,0.38647878,0.41980052,0.31389284,0.3474157,-0.6516659,-0.10655915,0.06408051,-0.46438688,-0.14782876,-0.299656,0.22598718,0.024141738,-0.1300009,-0.1805697,0.41375884,-0.42721978,0.3116836,-0.33804706,-0.2748053,0.4094771,-0.10931104,0.19018835,0.102950215,-0.3117467,-0.03929973,-0.027677076,-0.16944763,0.26870427,0.07601494,-0.44672382,0.7398572,-0.5569296,0.2813631,0.300061,0.34240687,-0.42992344,-0.17505608,-0.25864008,0.019218845,-0.42700437,0.51794827,-0.31169808,0.44298467,-0.63315976,-0.1749779,-0.24777198,0.033443943,-0.24779032,-0.21199083,0.14201555,-0.07434927,-0.019668506,0.115052074,0.48798427,0.7238534,-0.24793372
