True,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10,exp_11,exp_12,exp_13,exp_14,exp_15,exp_16,exp_17,exp_18,exp_19,exp_20,exp_21,exp_22,exp_23,exp_24,exp_25,exp_26,exp_27,exp_28,exp_29,exp_30,exp_31,exp_32,exp_33,exp_34,exp_35,exp_36,exp_37,exp_38,exp_39,exp_40,exp_41,exp_42,exp_43,exp_44,exp_45,exp_46,exp_47,exp_48,exp_49,exp_50,exp_51,exp_52,exp_53,exp_54,exp_55,exp_56,exp_57,exp_58,exp_59,exp_60,exp_61,exp_62,exp_63,exp_64,exp_65,exp_66,exp_67,exp_68,exp_69,exp_70,exp_71,exp_72,exp_73,exp_74,exp_75,exp_76,exp_77,exp_78,exp_79,exp_80,exp_81,exp_82,exp_83,exp_84,exp_85,exp_86,exp_87,exp_88,exp_89,exp_90,exp_91,exp_92,exp_93,exp_94,exp_95,exp_96,exp_97,exp_98,exp_99,exp_100,exp_101,exp_102,exp_103,exp_104,exp_105,exp_106,exp_107,exp_108,exp_109,exp_110,exp_111,exp_112,exp_113,exp_114,exp_115,exp_116,exp_117,exp_118,exp_119,exp_120,exp_121,exp_122,exp_123,exp_124,exp_125,exp_126,exp_127,exp_128,exp_129,exp_130,exp_131,exp_132,exp_133,exp_134,exp_135,exp_136,exp_137,exp_138,exp_139,exp_140,exp_141,exp_142,exp_143,exp_144,exp_145,exp_146,exp_147,exp_148,exp_149,exp_150,exp_151,exp_152,exp_153,exp_154,exp_155,exp_156,exp_157,exp_158,exp_159,exp_160,exp_161,exp_162,exp_163,exp_164,exp_165,exp_166,exp_167,exp_168,exp_169,exp_170,exp_171,exp_172,exp_173,exp_174,exp_175,exp_176,exp_177,exp_178,exp_179,exp_180,exp_181,exp_182,exp_183,exp_184,exp_185,exp_186,exp_187,exp_188,exp_189,exp_190,exp_191
b2187,-0.15566842,-0.0746309,-0.3996965,-0.103024304,0.150938,0.027593806,-0.39123887,-0.07917023,0.09567639,-0.2480079,0.13968973,0.19762033,0.02244757,0.08600124,0.0025155393,-0.24645314,0.20498551,-0.040990468,0.23610567,0.1305163,0.39815015,-0.026945895,-0.021473922,0.12696365,0.17497933,0.19069314,-0.15920073,-0.32356933,-0.09957936,0.054931268,-0.062941834,0.21498963,0.26915222,-0.29268494,0.10509809,-0.109462015,0.3419542,0.05574304,-0.08410255,0.12822583,-0.13931265,-0.3879766,0.001497281,-0.23980393,-0.124150634,0.02583409,-0.23734647,0.16460153,0.04047903,0.01988736,0.08288422,-0.11055572,-0.07306423,0.63807356,0.10401429,0.2695643,-0.13628615,0.5527166,0.18600069,-0.10665727,-0.061013486,-0.342253,0.103610076,-0.28556323,0.5267707,-0.048049506,0.47724625,0.16402669,-0.14981872,-0.10715794,0.45037308,0.36250624,-0.1872974,0.2576087,-0.11436545,-0.3096791,-0.37336326,-0.019213647,-0.25853634,0.0032802124,0.21034434,-0.19776817,-0.10188823,0.04821676,-0.35021693,-0.0024121208,0.09621867,-0.19922401,0.08094889,0.26375613,0.13417757,0.07186668,-0.06437598,0.02101572,0.009570122,-0.32585207,-0.040548846,-0.45510322,0.07096506,-0.045119796,0.2434261,-0.11516599,0.40679172,0.12106291,0.018567692,-0.32368585,0.14520094,0.22871152,-0.06986146,0.117450565,-0.2316394,-0.20562784,0.2580878,-0.015617794,0.058256213,0.49786022,0.23539722,0.1627055,-0.29694253,-0.068636075,-0.0198457,-0.12466206,0.33599392,0.35938832,0.04899848,-0.13704482,-0.09322402,0.33158416,-0.17799221,-0.09043188,-0.05400795,-0.04721044,0.19379015,-0.1027128,0.65886897,0.1027423,-0.13581058,-0.013119322,-0.0159176,0.2470292,0.07769078,0.1888888,-0.015998445,-0.064064726,0.09719564,-0.23982796,-0.28432074,0.2058843,-0.20725194,0.21285369,-0.12374473,-0.07738377,-0.15141982,-0.10284973,0.26549152,-0.22619574,0.2886239,0.33906245,-0.39937073,-0.02925152,0.0025185826,-0.047614936,-0.11502173,-0.24454425,0.12688597,-0.14123452,0.08559535,-0.2310028,-0.09946497,0.41339868,0.2703846,-0.050116237,0.48204198,0.27416706,-0.111590475,0.024081502,-0.41524142,0.390783,-0.3143801,0.091485366,0.048795797,0.38016033,0.36382097,0.33628008,-0.20897172,0.14737459,-0.2619175,0.35863703,-0.22515582,-0.17140101,-0.049119767,0.059138816
b3637,0.12801613,-0.239976,0.05893458,-0.072441205,-0.065172054,0.013612501,0.082309805,0.58569574,0.1388235,0.13587038,-0.11309259,-0.50479555,0.17435995,-0.0010188791,-0.34568217,0.27064437,-0.16203058,0.2580876,-0.40718907,0.5220384,0.31484258,0.33846503,0.020277083,-0.071044646,0.056197084,0.12404577,-0.26001707,-0.013024955,-0.29566234,0.009863406,-0.040451407,-0.029044287,-0.120300196,0.016924677,0.09122232,0.5420704,0.35530525,-0.19614086,-0.050679415,0.081208244,0.35588056,0.09818946,0.6019836,-0.17183794,-0.13323554,-0.051787388,0.13909627,0.20026559,0.03127718,0.15526801,0.2619357,-0.31810594,0.028852876,0.17457002,-0.013237998,0.37346935,0.45307472,-0.08456591,0.20630765,-0.12004417,0.12741746,-0.41899076,0.22146219,0.0075040325,0.20089826,0.04162822,0.49540824,-0.23117918,-0.65529674,-0.5708186,0.2780443,0.11195832,-0.028229224,0.17824896,-0.4815637,0.28932253,-0.09354083,-0.026008198,-0.5200848,-0.23218569,-0.115325436,0.19510932,0.15206175,-0.34303546,-0.47012666,-0.14048572,-0.2762741,0.055451717,-0.1105512,0.1336116,0.21754506,-0.1264949,0.46633485,0.2182694,0.005716732,-0.2828618,0.089679204,-0.15469979,0.5829668,-0.28030127,0.28192854,-0.414915,-0.20039628,-0.16639419,0.01994999,0.25084442,-0.5732027,-0.2492297,0.12198799,-0.37390506,-0.47170848,-0.43860897,0.24414638,0.23384705,0.18371853,0.13368955,-0.15105133,0.22543368,0.24887367,-0.24262449,-0.04180153,0.09762523,0.039772417,0.051498137,0.090807624,-0.4263217,0.23778155,-0.012121549,0.2583119,0.4329517,-0.3276305,0.07865529,0.24747606,-0.23211654,-0.13117154,0.2984366,-0.33451772,0.27756,-0.108674586,0.544744,-0.39282322,0.0046780845,-0.06945264,-0.15826833,0.036251325,-0.23703916,-0.06084686,0.04149897,0.025336055,-0.09501616,0.09674248,0.13490386,-0.087543294,0.026777629,0.027897298,-0.22491932,-0.06659667,-0.09573663,-0.26088703,0.35193238,-0.14041157,0.037298612,0.17087993,0.5586415,0.4209241,0.16888474,0.39865324,-0.17833309,-0.25045353,0.3265672,-0.26611313,0.025174107,0.13737768,-0.30103076,0.18295859,0.18504407,0.07134167,0.18817165,-0.046917714,0.47531158,0.30383113,0.1885559,0.22244851,0.046462275,0.17247258,-0.33254436,0.026804408,0.016982378,-0.20735362,-0.37228242,-0.05053156,0.33404642
b0228,0.04389542,-0.09431311,0.07193332,0.19854827,-0.06166931,-0.26114628,-0.27563453,-0.045707177,-0.09968841,-0.20724334,-0.06216264,-0.087738656,0.3862254,-0.056868788,-0.30082256,-0.009203482,-0.019429421,0.02767609,0.16640246,0.0962621,0.3152491,0.041525967,0.2817418,-0.003666228,0.3686287,-0.12184471,-0.3028787,0.08148292,0.17547993,0.072143614,-0.52749014,-0.053279404,0.031498354,-0.0489966,0.119621664,-0.17204228,0.10719781,-0.237148,0.04429379,0.15848505,0.17053781,0.16886945,-0.12639146,-0.27674595,-0.28737321,0.023998555,0.024883876,0.09244687,0.20225088,0.15425679,0.30463338,-0.018194703,-0.2806249,0.1559866,0.3408268,-0.040275894,-0.065456584,-0.074551225,0.17061622,0.14580448,-0.16589186,-0.18326353,-0.06714949,0.046560522,0.117872946,-0.4137682,0.17791946,0.25882217,0.17711394,0.027664788,0.10239424,-0.33893284,-0.05792781,0.14310832,0.08295906,-0.05885271,-0.03144814,0.14020468,0.14314182,0.1507363,-0.3196703,-0.109209664,-0.24380106,-0.2291992,0.13648476,0.0278557,-0.14261806,-0.09450046,-0.34572253,0.20071258,0.1894945,-0.052043557,-0.23155344,-0.13570316,-0.12731679,0.029171357,-0.21936832,0.09515326,0.24140593,0.40996173,0.22417583,-0.14495465,0.12766984,0.077838756,0.16990532,0.32469535,-0.13019733,-0.2592175,0.029672528,-0.16509065,0.012099189,-0.013270363,0.009195996,0.056757048,0.08112081,-0.17240466,0.04211469,-0.034827843,0.105545275,0.1443694,0.17033432,-0.23333281,0.07652197,-0.007801265,0.11583814,0.027069675,0.13358693,0.23028347,-0.23256433,-0.16462316,0.14793278,-0.13834605,0.19323482,0.029632313,0.25495353,-0.0017113357,0.0152586335,0.0046788934,0.48410654,0.032407947,0.068111144,0.01008767,-0.08466805,-0.011561857,0.16051474,-0.36761352,-0.08869504,-0.19421406,-0.09260712,0.028368236,-0.04730989,-0.014417357,-0.10996165,-0.15663329,0.27399763,-0.0056509394,0.35220718,0.08189483,-0.26584485,0.028956115,0.14947431,-0.4572995,-0.2962865,-0.19504139,0.010943331,-0.16249117,-0.30120957,0.19164029,0.1564249,-0.070271604,-0.24513681,-0.08845132,0.04906419,-0.19865146,0.073467724,-0.13395564,-0.08178201,-0.028219348,0.11309847,-0.19606927,0.018948793,0.015217413,0.1359652,0.09877723,-0.1220756,0.24034475,0.10346286,0.4193113,0.057709817,-0.24651726,-0.16604187,-0.10102823
b0563,-0.046818044,-0.0063084587,0.1251519,-0.03935828,0.09171424,-0.11999765,-0.5043103,-0.15174924,-0.10061531,-0.09630315,-0.18173842,-0.19428714,-0.16195443,-0.083686054,-0.20077029,-0.30126002,0.2433354,0.084756605,0.07378416,0.012257753,0.08506194,0.31530824,-0.04310748,-0.24133873,0.031158388,0.33230865,-0.26139462,-0.15134662,-0.11566927,0.09369193,-0.18363672,-0.13695875,0.11665498,-0.07636697,0.10373398,-0.14699967,0.013335292,-0.09322902,0.034968756,0.050817937,0.2259801,-0.04857143,0.09105199,-0.13052778,0.034554377,-0.095732994,-0.06731852,0.0199157,0.020890024,-0.05452918,0.075771846,-0.40086734,-0.12909922,0.5250912,0.045591,0.20440243,-0.038267404,0.1728438,-0.40032053,0.021004526,0.027047701,-0.32126638,-0.0627044,-0.17371084,-0.0047157337,0.38695517,0.05438632,0.11964888,-0.03231855,-0.25506264,0.101680726,-0.05210783,-0.5421077,-0.29942685,-0.08692274,-0.009452263,-0.18771213,0.065355316,0.0069827936,-0.072690226,0.061308578,0.105542734,-0.3880089,0.2563098,-0.03224526,-0.04321617,0.16926421,-0.1901534,-0.21870148,0.14904836,-0.009747294,0.16950198,-0.030638471,0.25957474,-0.12000263,0.17887907,-0.22361378,-0.25415576,-0.15339045,0.118033715,0.05228654,-0.25467572,0.16324456,-0.43702534,-0.28381658,-0.08890284,0.03498699,0.18320395,0.31730178,-0.07982821,-0.22675142,-0.07300368,0.09452718,0.12547693,-0.32499817,0.030767022,0.36853847,0.08037734,0.116838224,0.30119437,-0.004972887,-0.42707878,0.14024249,-0.25489998,0.020295007,-0.023079002,-0.078027174,0.058846243,-0.088422105,0.026224675,-0.0896439,0.044064585,0.26315808,-0.2189042,-0.06003665,0.14483882,0.23367372,-0.17551385,0.19630529,0.17828603,-0.09610174,-0.08414704,0.099688895,-0.20422155,0.2559058,-0.59769696,-0.24429725,-0.08970825,0.064414546,0.1339426,0.15494674,-0.43464893,0.090266764,0.31163093,0.15140942,-0.041814845,0.27833644,0.31340078,-0.36127344,0.12381865,-0.22924808,-0.012523045,-0.15730941,-0.09235029,-0.2259751,-0.25759238,0.09384086,-0.08013794,-0.0063554067,0.4823732,-0.15792544,-0.11662144,-0.10364482,0.081207275,0.061581932,0.048984308,-0.19017908,0.12683296,0.027414842,-0.25656515,-0.08820888,0.25479028,0.2498683,0.058979094,0.31819674,0.33694607,-0.3665086,-0.011113714,0.03799881,-0.32703,0.16103041,-0.050564285
b3065,0.30337107,0.060404815,-0.04344598,-0.079898395,-0.08854836,-0.16304472,0.10959584,0.48267803,0.32825607,0.13856745,-0.19629048,-0.13438506,-0.08022497,-0.093871005,-0.27922562,0.18267329,-0.059164982,0.14962444,-0.34932792,0.190262,0.37816575,0.55033064,0.20537028,-0.13508669,0.032095693,0.16560666,-0.40399256,-0.06818424,-0.28112972,-0.10434233,-0.040482357,0.07497176,-0.036864337,0.24859957,0.17988548,0.4325148,-0.03226363,0.027937312,-0.09426139,0.13142608,0.261439,0.07229785,0.44038162,-0.011747258,-0.17768067,-0.13080211,0.047210258,0.23642832,0.09226442,0.2606497,0.14551935,-0.58985746,-0.055964533,0.114218906,-0.039665174,0.22496882,0.43770522,-0.15829696,0.11340537,0.021308834,0.22473069,-0.52569014,0.48603466,-0.057588115,0.29647094,0.0015030545,0.457932,-0.24850339,-0.41695237,-0.34096658,0.21015279,0.27978238,-0.15951838,0.34317207,-0.2672295,0.20578925,-0.0476977,-0.3162754,-0.5033225,-0.24250536,0.07761265,-0.0786073,0.25291523,-0.3073709,-0.42066738,0.008163365,-0.19504036,-0.11733841,0.1557497,0.12962285,-0.10336352,0.0039278343,0.4037394,0.28921708,0.22056329,-0.2850358,0.084915005,-0.14900085,0.56342155,-0.25616136,0.4286182,-0.0019396589,-0.172763,-0.18399063,0.25621665,0.32074434,-0.5388926,-0.11457252,-0.14082974,-0.0690546,-0.353045,-0.4401609,0.14102463,0.30813536,0.21944837,0.24207036,0.036538877,0.33712536,0.23867467,-0.17667848,-0.12932672,-0.04328404,0.091090485,0.20261727,0.21105486,-0.08006141,-0.01179586,-0.10757869,0.31622142,0.47443163,-0.24265845,-0.14986454,0.32169917,-0.14182469,-0.23877686,0.4142749,-0.26998943,0.23408946,0.07518601,0.42908967,-0.36920494,-0.13757998,-0.10425569,-0.053392325,-0.011356688,-0.27668557,0.1981459,0.05033764,-0.15726234,-0.15086222,0.0061381897,0.13601072,0.02928595,-0.026422173,0.002940148,-0.16714172,0.0007901401,-0.32796142,-0.26912355,0.39119396,-0.09166452,0.4111198,0.34220356,0.35507607,0.52369225,0.3600476,0.2261766,-0.23199804,-0.059713785,0.33607402,-0.09130541,0.19212322,-0.0026336224,-0.06418082,-0.066601776,0.08089367,-0.16444372,0.039814588,0.1369284,0.235271,0.33986294,0.25083143,0.19246723,0.15565516,0.15984775,-0.2468918,-0.010859316,-0.23134176,-0.0953558,-0.049431145,0.04018506,0.31668162
b3672,-0.09461006,0.093919724,0.10565742,0.033417795,0.30533677,-0.10592031,0.21199602,-0.034769036,-0.13027059,-0.10024748,0.34829134,-0.055593465,0.5297261,-0.46382523,-0.13520382,-0.035093527,0.27047944,-0.1960884,0.5449307,0.23668577,0.35508305,0.16776775,0.26405805,-0.261961,0.01813263,0.22228247,-0.15099797,-0.021543099,-0.012311259,-0.044972435,-0.09010832,-0.29545462,-0.08127376,0.17052989,0.34055164,-0.12486983,0.5627405,0.17421027,0.5002069,-0.08927441,-0.17585932,-0.44836408,0.08746862,-0.71685845,0.0068733897,-0.18002933,-0.02394075,-0.30554527,0.0073980824,0.088121854,0.34456286,-0.12490415,0.08950178,0.2964912,0.45050156,0.2729604,-0.068540215,-0.15512231,0.20166133,0.03091043,-0.05553103,-0.4142751,0.18533601,-0.13471809,-0.25137058,-0.6264221,-0.04899146,0.079137504,-0.039437637,-0.20517753,0.0034398648,0.0838312,-0.06575494,0.4999459,-0.08305056,-0.080717675,-0.35728306,-0.443466,0.29703954,-0.2962504,-0.34314534,0.28070638,-0.2793919,0.17695557,0.23319167,-0.06553697,0.032426618,-0.26470557,-0.17652,0.16107948,-0.18214738,0.017978823,0.33705786,-0.02304504,0.058030393,-0.3184166,-0.08081613,-0.0067288848,0.083276875,0.39536157,0.03178784,-0.62573826,-0.41092998,-0.44464344,-0.21656336,-0.13461699,0.1837094,0.29079297,-0.068190835,0.1491713,0.15359034,-0.09993997,0.34572557,0.32221642,0.33341342,0.3042217,0.08788442,-0.037782304,-0.13926923,-0.22004928,0.2652404,-0.11423255,0.35991544,-0.10578266,0.089912646,-0.35729998,-0.2583684,0.0782651,-0.40904328,-0.01060258,-0.07398611,-0.31778795,0.0005055818,0.0032308525,0.13059196,0.15105017,0.31100935,0.13731228,0.1903078,-0.064785,0.111205496,0.055214275,-0.09628548,-0.16601765,0.24546853,-0.60667884,0.088064566,0.13520181,-0.31172127,0.13189998,-0.070608735,-0.11004586,-0.041780133,0.059843987,-0.2077714,0.29651457,0.08725053,0.022428287,-0.624741,-0.03416785,-0.24280411,-0.07462261,-0.22669052,-0.034183536,0.1704005,0.0110730445,0.026171062,-0.09193436,0.08478611,0.21463405,0.10793992,-0.01202358,0.57311517,0.21267982,0.019591648,0.08714266,-0.23425522,0.038080093,-0.04093629,-0.336984,-0.09945511,0.035450812,0.105750814,0.1546345,0.20687282,-0.27410078,-0.069854274,0.24597865,-0.04498263,-0.59646267,-0.32070225,0.01414353
b2444,0.108836904,-0.030822739,-0.022308826,0.10644641,-0.14967437,-0.048122376,-0.19520141,-0.22234188,-0.21496975,0.197414,0.21689619,-0.0070533124,0.14563452,0.097796604,-0.4768116,0.017548805,-0.27273053,0.27383482,-0.13071759,0.21922992,0.59743184,0.0021822962,0.114378065,-0.474322,-0.1822393,0.05226645,-0.5453789,-0.15753222,-0.12944755,0.09219488,0.2720353,-0.14732665,0.0037578663,0.13704106,0.02718399,0.2388179,-0.080251135,-0.24282195,-0.08883314,0.25698614,0.40789273,-0.11095164,0.2227147,0.08671576,-0.021321932,0.09449689,0.38062385,-0.075265,-0.1656787,0.07262222,-0.075308636,-0.13662691,0.0070360084,0.10037241,-0.042057723,-0.17323683,-0.42166808,-0.31979474,-0.12785403,0.031079924,-0.24874677,-0.1476698,-0.15596518,-0.19488823,0.15412185,-0.07688749,0.07380783,-0.023086779,0.06393868,-0.23882169,0.15554333,-0.123324126,-0.16352527,0.357836,0.0913956,-0.00903909,0.110723615,-0.2577412,-0.27831635,0.21234518,0.018208925,-0.0164585,-0.24256949,0.024229027,-0.33790037,0.06826485,0.016452031,-0.42637447,-0.048275225,0.16468996,-0.099392615,-0.35521236,0.016151756,-0.040745437,0.41644323,0.25248873,-0.1548669,-0.043791126,0.17313753,0.18440285,-0.37999934,-0.11008571,-0.1318703,-0.26182693,-0.0043122363,0.14016803,0.13022344,-0.11905895,0.18738848,0.14275105,-0.14999783,-0.18791313,-0.003345246,0.014322274,0.34484494,0.10282562,-0.2602901,-0.087650664,-0.14640708,-0.12861226,-0.011384581,0.1747363,0.07713217,-0.017542519,0.16050309,0.033245157,-0.14506663,-0.12833315,0.21256682,-0.1541907,0.286616,0.31587794,-0.071296774,0.20846118,0.068474025,0.025924247,-0.07569467,-0.12990929,0.04064841,0.015612293,0.119473875,-0.3593355,-0.15386908,0.016718771,-0.09196129,-0.15092392,0.28096884,-0.24964124,0.24964103,0.00080164184,0.00827654,-0.0735832,0.110023804,0.29653174,0.22507223,0.49872434,0.079986244,-0.08834156,0.097749144,0.062431596,-0.13343878,-0.011185664,0.07264556,0.052194677,0.22575468,-0.1280693,-0.044404186,0.079575285,0.019878153,-0.0024033163,-0.13426523,0.021839514,0.3677675,-0.032493867,-0.03819007,-0.05874242,-0.07692989,-0.041917324,-0.15458085,-0.08883798,0.06830032,-0.14008518,0.11280237,0.32011122,0.036560398,0.11416914,0.05060237,-0.008538373,-0.013349672,-0.14239293,0.26467,-0.013341868
b0129,-0.07181858,-0.100414656,0.0005726306,-0.07065115,0.03366493,-0.37144434,-0.031326074,0.027815819,-0.013614438,-0.13142957,0.013148973,-0.30147022,-0.21019539,-0.21623516,-0.28856274,0.18955864,-0.098301046,0.09933593,0.0033827138,-0.10421154,0.2507609,-0.21134119,0.03899673,-0.284115,0.08000036,0.16701901,-0.2544073,-0.07817546,0.042717107,0.3499427,-0.46096885,-0.03710279,0.4798763,0.013016401,0.11192752,-0.06501165,0.11914442,0.08849887,0.48641068,0.050539386,0.17965208,0.22781523,-0.088367045,-0.24902372,0.13569772,-0.18679677,0.09213091,0.2270359,0.16089535,0.06037642,-0.09031642,-0.13206458,0.0035990006,-0.12801254,0.15995044,0.058653653,0.13449456,-0.42772397,0.19792922,0.0038408835,-0.3316646,0.06267882,0.044199344,-0.07599096,0.17956308,-0.4589943,0.348835,-0.18301858,0.06911718,0.079367764,0.2512319,0.16367567,0.2652407,0.29726142,-0.14966446,-0.002800919,-0.08262974,0.13362142,-0.32935414,0.26897722,-0.080379546,0.014261869,-0.09024635,0.09382084,-0.18556447,0.21176106,-0.34947258,0.060732696,-0.09179616,-0.06450386,-0.20674242,-0.07246092,-0.11879338,-0.043334328,0.043224376,0.14932929,-0.37430623,0.008728058,0.13567756,0.027918218,-0.04951314,0.018820196,-0.1249097,0.3074161,-0.10561048,-0.07820951,-0.35401547,-0.1578579,0.10537626,-0.08610723,0.11839702,0.12756498,0.27587062,0.075660504,0.22815838,-0.010090371,-0.00019073345,0.16817062,-0.007390616,0.121286646,0.18762298,-0.2130926,0.153369,-0.03220053,0.02078869,-0.29571778,0.039499998,0.24835335,0.21130699,0.08500317,0.21816334,-0.076936975,-0.1392855,0.0053021763,0.0086060595,-0.010380948,0.041215647,0.098273344,-0.011751243,0.30649048,-0.012534305,0.022370417,0.09414402,-0.14146997,-0.046198573,-0.21720484,-0.13312747,-0.15444322,0.036404237,0.063597366,0.084575966,0.3431774,-0.1678776,-0.16638899,0.0926875,-0.17121759,-0.08250952,-0.024586007,-0.104222625,-0.234053,-0.29251352,-0.46541637,-0.112779215,-0.016880244,-0.139015,-0.053084582,-0.12267825,0.057759378,0.16798131,-0.0749715,-0.09675466,-0.06782921,0.5941343,0.06578767,-0.23111488,0.008823621,-0.31017208,-0.23219226,0.21166837,-0.16013725,0.0047677304,0.22145846,0.42380676,0.12737742,0.020930538,-0.040798403,-0.051303096,-0.0409555,-0.38037062,-0.18656205,-0.009951347,0.119109735
b4671,0.2704198,0.20544037,0.006051276,0.3853105,0.10672403,0.1417616,0.10131771,-0.18710855,-0.023185655,-0.008320702,0.4131073,-0.28366074,-0.39820504,-0.02053672,-0.070635185,0.4105778,-0.17289393,0.15284368,-0.27880207,0.029074488,0.65861994,-0.0038456942,0.09317991,0.1223188,0.3064092,0.20471638,-0.42342144,-0.038658064,-0.079110764,-0.026841838,-0.028883047,0.019118598,0.16590755,0.2626708,-0.07193556,0.20660883,0.3414659,-0.25450432,-0.006752788,0.0057256073,0.113850966,0.3372883,0.18166433,-0.007948047,-0.08313724,-0.26504296,-0.01254425,0.38434044,-0.003719478,-0.278959,-0.15229045,-0.29186255,0.151943,-0.1685475,0.046005905,0.40787765,-0.38008225,-0.017066235,-0.5630321,-0.030970005,0.14257914,0.24479364,0.40116662,0.009646897,0.5113281,-0.2601175,0.24344394,0.12294659,0.11911342,-0.32868752,0.034605637,-0.08240096,0.16294546,0.02646735,-0.08498113,-0.11769865,0.2334169,0.3070352,-0.031644754,-0.24466206,-0.028585497,0.0068318667,-0.5025607,0.013694272,-0.37111595,-0.18526739,-0.20102797,-0.3080176,-0.088942625,0.07652315,0.1469919,-0.28429985,-0.4393051,-0.16807668,0.2798312,0.41250977,-0.06389004,-0.17196563,0.32401392,0.39174962,0.026386932,-0.29264787,-0.0914639,0.20585455,0.07723293,-0.14645188,0.046411864,-0.2310235,-0.09837054,-0.22800775,-0.16924858,0.013148023,-0.106940165,-0.15638754,0.037995245,0.37205356,-0.25463852,-0.07935304,-0.024928283,-0.09013186,-0.14629233,-0.39403427,0.35709497,-0.015874181,0.19732417,-0.022930898,-0.21691644,0.0053627053,-0.32324892,-0.31340194,0.03256568,0.5641535,-0.07568136,0.53441805,0.02173652,0.11544446,-0.25611165,0.13508937,-0.20578495,0.0028094654,-0.41331896,-0.24643244,-0.32794058,0.10793922,-0.14403284,-0.33318967,0.3881174,-0.12763621,-0.10690507,0.11023993,0.3723509,0.31346723,0.03235944,-0.14842094,-0.03527194,0.3236023,0.14383425,-0.14526753,-0.06343924,0.19002569,-0.04014535,0.25638562,-0.11065076,0.07949599,-0.14015749,0.016663859,0.2830268,0.1411002,0.14056405,0.22939308,-0.27043626,0.38707134,0.31715494,0.08785304,-0.18612915,-0.16204472,-0.049947735,-0.053684186,0.08183782,-0.12337663,0.034640294,-0.068934456,0.05617468,-0.3340651,-0.16496955,-0.11922913,-0.13910711,-0.10318139,-0.09076187,0.20823261,0.16477127,-0.01749516
b4553,0.15289363,-0.054136634,-0.027784484,-0.12647834,-0.029541116,-0.017281916,-0.14019069,-0.014687176,0.053329132,-0.1576626,0.17286256,-0.09555432,-0.31462651,0.24623875,-0.58375484,-0.04283174,-0.29829863,-0.2570897,0.14034542,-0.087418035,0.35958222,-0.015847042,0.3545789,0.2604069,0.30428782,-0.17383443,-0.12945095,0.062091727,-0.075738154,0.17863095,-0.13968576,0.18528163,0.18067682,0.22352506,0.1740654,-0.22480206,0.0009581636,-0.18537696,0.44617292,0.006445565,-0.009104881,0.33446762,-0.09856033,-0.09713483,0.06364653,-0.13908175,-0.27460518,0.279928,-0.19035158,-0.16586858,0.12377097,-0.10565818,-0.37754595,-0.086516745,0.08679433,0.083925754,-0.27554914,0.2496647,0.20606102,0.15320213,0.031393755,-0.18322903,-0.11812274,-0.35076386,0.032754567,0.044471834,0.43918675,0.055644374,0.13925962,0.07576042,0.2909732,0.28584534,-0.33462653,-0.087080464,-0.06597676,-0.21693633,0.23988211,0.27715376,0.0060190973,-0.18887675,-0.35433653,0.1853647,-0.29130104,0.06281545,-0.12122474,0.038353845,-0.18400715,-0.054194972,-0.27550778,-0.1077639,-0.18104035,-0.08678796,-0.42012554,0.029145293,-0.06542234,-0.0023325451,-0.24352385,-0.34117097,0.15177864,0.14623654,0.04554092,0.10248765,0.0481744,0.016553119,-0.077759616,-0.06540154,0.28742632,-0.2548686,-0.07985463,0.0059129256,-0.12285818,-0.21454474,0.06855853,-0.047792207,0.15306398,0.021399532,0.17020836,-0.013432355,0.03580559,0.06882172,0.25494847,-0.2959597,0.3054644,0.17899029,0.21377301,-0.30315354,-0.2773739,0.37442908,0.30075765,-0.15373111,0.14934117,0.034717236,-0.027555432,-0.10582462,0.10882978,-0.14616342,0.061711688,0.26737368,0.020631678,0.42887327,0.17005837,-0.066819124,-0.0128756715,-0.1860739,0.102810316,-0.08043625,-0.017035745,0.002889376,-0.3539672,0.2224768,0.20676191,0.099620715,-0.099482805,0.12795863,0.12653843,0.01654259,0.12273446,0.024943126,-0.074556,-0.0732027,-0.22815831,-0.27524227,0.03825238,0.21264476,-0.37064064,-0.23969358,-0.104026906,0.059833042,0.061757762,0.2334382,-0.027984997,0.049390968,0.21014541,-0.29303938,-0.28575125,0.027465723,-0.09870164,0.12441831,0.19272557,0.08106117,0.1252384,0.13978472,0.07204679,-0.114464074,0.04408854,-0.14670096,0.07862057,0.59460384,-0.16041832,-0.1399297,-0.032556422,0.3616259
