True,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_7,exp_8,exp_9,exp_10,exp_11,exp_12,exp_13,exp_14,exp_15,exp_16,exp_17,exp_18,exp_19,exp_20,exp_21,exp_22,exp_23,exp_24,exp_25,exp_26,exp_27,exp_28,exp_29,exp_30,exp_31,exp_32,exp_33,exp_34,exp_35,exp_36,exp_37,exp_38,exp_39,exp_40,exp_41,exp_42,exp_43,exp_44,exp_45,exp_46,exp_47,exp_48,exp_49,exp_50,exp_51,exp_52,exp_53,exp_54,exp_55,exp_56,exp_57,exp_58,exp_59,exp_60,exp_61,exp_62,exp_63,exp_64,exp_65,exp_66,exp_67,exp_68,exp_69,exp_70,exp_71,exp_72,exp_73,exp_74,exp_75,exp_76,exp_77,exp_78,exp_79,exp_80,exp_81,exp_82,exp_83,exp_84,exp_85,exp_86,exp_87,exp_88,exp_89,exp_90,exp_91,exp_92,exp_93,exp_94,exp_95,exp_96,exp_97,exp_98,exp_99,exp_100,exp_101,exp_102,exp_103,exp_104,exp_105,exp_106,exp_107,exp_108,exp_109,exp_110,exp_111,exp_112,exp_113,exp_114,exp_115,exp_116,exp_117,exp_118,exp_119,exp_120,exp_121,exp_122,exp_123,exp_124,exp_125,exp_126,exp_127,exp_128,exp_129,exp_130,exp_131,exp_132,exp_133,exp_134,exp_135,exp_136,exp_137,exp_138,exp_139,exp_140,exp_141,exp_142,exp_143,exp_144,exp_145,exp_146,exp_147,exp_148,exp_149,exp_150,exp_151,exp_152,exp_153,exp_154,exp_155,exp_156,exp_157,exp_158,exp_159,exp_160,exp_161,exp_162,exp_163,exp_164,exp_165,exp_166,exp_167,exp_168,exp_169,exp_170,exp_171,exp_172,exp_173,exp_174,exp_175,exp_176,exp_177,exp_178,exp_179,exp_180,exp_181,exp_182,exp_183,exp_184,exp_185,exp_186,exp_187,exp_188,exp_189,exp_190,exp_191
b0869,0.18355463,0.029919868,0.21343684,0.03588483,-0.012003368,-0.38678953,-0.08241356,0.043027237,0.045304812,-0.389876,-0.06272059,0.012909661,-0.13772517,-0.1289124,-0.4146011,0.23052509,-0.2077592,0.07108077,0.07645854,0.24952215,-0.19598454,-0.06499476,-0.42429203,0.4162495,0.3252417,0.026766675,-0.3800688,0.20699498,-0.025796568,0.026019255,0.022938237,-0.043219432,-0.07512712,0.48069152,0.18102671,-0.6875414,-0.11659882,-0.020384124,0.15417615,0.5150739,-0.1187479,0.20906094,0.2314244,-0.37876022,-0.25416505,-0.3220702,-0.15875433,-0.025022034,-0.023902625,0.18646996,0.22802645,0.049985375,-0.051441614,0.0694035,-0.22958,-0.37201503,0.13455243,0.039260358,0.4672671,0.0019536258,0.44410372,-0.4154799,0.3357755,-0.13977198,0.11243773,-0.5136149,0.5284013,0.07472687,-0.046496168,-0.35759357,0.15054293,-0.4684216,0.062912636,0.04886025,0.48997104,0.17737544,0.006251891,0.014641536,0.18323523,0.49480274,0.13685174,0.42267025,-0.06526429,0.1309789,-0.065135054,-0.20615107,0.1176966,-0.1689911,0.06726687,-0.24062946,0.12286225,0.054040264,0.12416858,-0.20682973,0.09230264,0.012779721,-0.21130905,-0.30511507,0.19085474,-0.34809977,0.00879895,-0.4457355,-0.12856977,0.09603067,-0.10751493,-0.21886826,-0.51317054,-0.24266592,0.015770799,-0.53702223,-0.26367113,0.03431664,0.32747504,-0.09892214,0.28637302,-0.11747542,-0.023233313,0.40949464,-0.18663913,0.0055820183,-0.10154567,-0.100596,-0.21183793,-0.24327037,-0.0042002033,-0.023792252,-0.17653179,0.20624559,-0.25842896,0.3255105,-0.007450783,0.044502072,0.55891097,-0.11920427,-0.29348758,-0.40086025,-0.064597316,0.04249898,-0.24696015,0.34764272,-0.08427817,0.3540787,0.22087494,0.0026611974,-0.106582426,-0.44339007,-0.11370181,0.29406804,0.35785744,0.20359151,0.15575537,-0.18125573,0.18289067,0.45702597,-0.13217503,-0.13918048,0.10016849,0.07048247,0.038950264,0.18595257,0.30496386,0.0553658,0.2908497,0.44553137,0.18449906,-0.07573061,-0.40412807,0.1151117,-0.42781815,0.32675818,-0.007861384,-0.38474622,0.39929524,0.08721304,-0.13966987,0.06978041,-0.31213793,0.06626228,-0.22032341,0.3688051,-0.002865462,0.13599648,-0.16422103,0.016991954,0.01738005,-0.19304009,-0.16726232,0.33667743,-0.5254316,0.16042425,-0.13673285,-0.079589784
b0951,-0.14177586,0.060131364,0.37045518,0.25217324,0.11955324,-0.20757045,-0.22378002,0.15362695,0.030775622,-0.01611427,0.13813137,0.23869179,0.2803424,-0.16982819,-0.28523356,0.32504386,-0.2537922,-0.28678682,0.20422514,0.068494916,0.16483045,0.021445422,0.22632825,0.00317619,0.2244107,0.09185729,-0.26015198,-0.13304856,-0.16192096,0.26048166,-0.005919283,0.08078453,-0.3083089,0.42307594,-0.0810377,0.09887481,0.36955434,-0.16815089,-0.028833209,0.053654276,0.13573721,0.13568653,0.07062141,0.16907991,-0.0047577564,-0.38632762,0.17072283,0.34564033,0.22425269,-0.11863032,0.06981044,-0.12819196,-0.187111,0.022386536,-0.03185916,-0.1076194,-0.19591585,-0.46260527,-0.02143305,0.15397231,0.13619468,-0.23938179,-0.086576864,-0.30027267,-0.0011876874,0.044234056,0.24745892,-0.0730656,-0.003983852,0.14568557,0.05386433,0.22844703,0.17544435,-0.12174789,0.018801287,0.051601555,0.16851015,0.30674046,0.06922879,0.07539876,0.1402971,0.0816702,-0.31913668,0.18661153,0.21649301,0.061566714,-0.029765017,-0.008246691,-0.18767132,0.021671526,0.14200881,-0.35966542,-0.26556796,0.06465981,0.41875532,-0.10363341,-0.37975743,0.027802326,0.073426016,-0.14472063,0.30845764,-0.08172917,-0.20834312,0.17977935,-0.101842,-0.060929686,-0.09517345,0.035220213,0.01252456,-0.22750753,-0.13002215,-0.28090596,0.37396422,0.32882544,0.32654902,0.28971213,-0.14794217,0.04143765,-0.04810173,-0.07022436,0.09522282,0.10445289,0.5180542,-0.0011160369,0.3392262,0.007884023,-0.28693515,0.16390394,-0.23665448,0.013743417,0.3120311,-0.1666044,0.11868301,0.294323,0.2794077,-0.09069698,-0.35648575,-0.01735632,0.16681708,0.30289316,0.087811664,0.1792894,0.20080939,-0.019152721,0.03494313,-0.2978032,0.12778497,-0.054032583,-0.19960761,0.3318156,0.021269659,0.0029360058,0.10311679,-0.10986772,-0.041023683,0.1035447,0.0020826869,-0.15525162,-0.26985058,0.27071398,-0.3300542,-0.29684532,0.047820386,-0.10961231,0.03279564,0.008084909,-0.37671587,0.13155012,0.007231159,0.0137959635,-0.018203987,-0.0052448497,0.18830413,-0.13133718,-0.029687136,-0.045860536,-0.31908667,0.024472382,-0.048389666,0.13114929,-0.43067563,-0.1616167,0.13298337,-0.28265688,-0.11324004,0.015417601,-0.010272086,0.20811176,-0.17306925,0.2191561,0.18337521,-0.14989252
b1019,0.016438002,-0.30712187,0.32398114,0.11488448,-0.25777873,-0.27380264,-0.056229476,-0.025130186,-0.19405903,-0.039497692,0.1179724,0.10053865,0.14947268,0.24784544,-0.480326,0.08779507,0.370482,0.5942376,0.05198372,-0.059753608,0.1988948,0.2296133,0.13293979,0.19321813,0.16186659,-0.09208669,-0.65093493,0.014025405,-0.064823344,0.19690467,-0.24216194,0.41298667,0.096814595,0.3562778,-0.10617429,-0.117555164,0.16879818,-0.40569577,0.23861225,-0.020567881,0.2606578,0.45053968,-0.064788856,0.013066842,0.0917279,-0.064508714,-0.2631096,0.21606193,-0.24321218,-0.38207173,0.0011149452,-0.038622506,-0.09270059,-0.12617244,-0.23383015,-0.14374746,0.0467681,0.24883491,-0.08260805,-0.043977354,0.26089084,-0.07494779,0.014730614,-0.1527649,-0.09238168,-0.2880682,0.45449856,-0.0008185659,-0.2092371,0.18627247,0.13576011,0.14431486,-0.24446757,0.074661314,-0.10638189,-0.019163145,0.25783142,0.19979365,-0.35389847,-0.07244189,-0.10136607,0.2255673,-0.05322998,0.0042031216,0.109793164,-0.036550924,-0.054072592,-0.10463343,-0.081576586,0.30862212,-0.1406075,-0.4414812,0.0023862596,-0.35491732,0.2775639,-0.22673775,-0.4029339,-0.11195629,0.16974647,0.15597884,0.094360866,-0.30010435,-0.08583218,-0.116892815,-0.07548476,-0.34524548,0.13274728,0.0675587,-0.566078,-0.45507768,-0.32043466,0.37302238,0.10851904,0.19230081,0.25171348,0.23949213,0.16653973,1.9616939e-05,-0.13359845,-0.20977515,-0.2412644,0.10630311,0.15451397,-0.2777988,0.073932834,-0.084156744,-0.071624875,0.2874775,-0.34812024,0.07920921,0.34966037,0.10643383,0.059953574,-0.029777728,-0.04741951,-0.20870756,-0.4636616,0.11678655,0.27275437,0.32813063,-0.18828614,-0.16637458,0.20664187,0.093391806,0.42900333,-0.08357134,-0.018933821,0.14574662,-0.1634556,0.1629572,-0.025664773,0.09890761,0.06311689,0.22187994,0.14680162,-0.023539085,0.14340821,-0.14595252,-0.12262658,0.5361834,-0.076422185,-0.30532274,0.018373404,0.19135214,0.16065657,0.20740038,0.2186098,0.25480124,0.11861747,0.35159275,-0.112718426,-0.0018186761,-0.06476497,-0.42083216,-0.2302887,0.15899986,-0.6362289,-0.07149205,0.01414733,0.03404039,-0.18504539,0.36578742,0.41816193,-0.13041647,-0.22797471,0.056866515,0.10669606,0.15850987,-0.13619523,0.2192172,-0.15744881,0.39371046
b2818,0.05571005,-0.32191893,0.11443733,0.1951558,-0.05502841,0.26302382,0.04950111,-0.33597454,-0.2722277,-0.041669495,-0.19521326,-0.12533958,0.08747329,-0.2047618,-0.45236525,0.4095184,0.03651374,0.111576974,0.09552223,-0.06709954,0.13284346,0.21966457,0.15999018,-0.47930282,-0.0810519,0.16869298,-0.30026048,0.3097719,0.34034884,0.404107,0.029910423,-0.10338939,0.19528638,0.090985954,0.55604196,-0.4933011,0.39182463,-0.28396752,0.071310736,-0.045189958,0.26959375,0.121077344,0.5577723,-0.088646054,-0.13811564,-0.20002739,-0.21887562,0.23194002,0.35336977,0.08908042,-0.13511424,-0.26613146,0.10528822,0.22280276,0.16473852,-0.03055986,0.25541273,-0.23471141,-0.2030903,0.28630993,0.03138206,-0.57656974,0.15668823,-0.16370668,0.24785827,-0.12093529,0.102650225,0.0100134155,-0.1566927,-0.58128244,0.49189875,-0.16573912,0.094140545,0.0937841,-0.26999524,-0.12927304,-0.048891507,0.08532403,0.19044034,0.10339074,-0.2268154,-0.0038684336,-0.070399195,0.09876511,0.312056,-0.07198361,0.2674717,0.12730826,-0.15619993,0.08210815,0.35686615,-0.17819192,0.36562762,0.14479858,-0.2613083,0.13432641,0.16691837,0.015123771,-0.17390779,0.053540915,0.25197318,0.015200933,-0.04976043,-0.33138007,-0.10569087,0.105382495,-0.08073708,-0.0041233753,0.5691459,0.33689207,-0.025207225,0.22448905,0.39018112,-0.22581902,-0.2012012,0.034740802,0.3012475,0.4174422,0.32444596,0.1666379,-0.45960075,-0.19729526,0.2502824,-0.41990417,0.23498133,0.12568451,0.06405515,0.036560666,0.1005474,0.19399464,0.2942974,0.18645096,0.057441186,-0.35812476,0.030013593,0.28584146,0.100588895,-0.12374927,0.07928597,-0.23621267,0.2679689,-0.3978364,0.30583388,0.35358012,0.05292898,-0.340235,-0.06173105,0.3810303,-0.370558,0.02025134,0.5591604,-0.118281774,0.47296384,0.5126788,0.38775536,-0.11484099,-0.16925289,0.21811363,-0.04999131,-0.47843382,-0.17270891,-0.10539,0.12830243,0.07572234,-0.14255886,-0.11889502,-0.008736979,-0.17918946,-0.071617424,0.25953767,-0.3146183,0.004129998,0.28493068,-0.04353303,0.0055109845,0.46199015,-0.45212913,0.055109024,-0.041646156,0.26715064,-0.022979746,0.0684036,0.50161135,-0.25934035,-0.08289101,0.22169775,-0.42412344,-0.12903005,-0.023467401,-0.39293998,-0.2196677,-0.11545015
b3359,0.100675516,-0.20229024,0.08449972,0.1273615,0.0452388,0.21273342,0.28067422,-0.22155131,-0.2544279,0.08518107,-0.30861145,-0.18452999,0.3045237,-0.27782038,-0.69947284,0.5295745,0.048153162,0.11573866,-0.08828897,0.09418288,0.08216925,0.3249276,0.31688982,-0.4402344,0.048147853,0.29858392,-0.20640971,0.38434887,0.10817259,0.2809686,0.04365976,-0.18688563,-0.06994162,-0.018708657,0.43824798,-0.38747582,0.4490813,-0.27218518,0.035094112,0.27832696,-0.06575903,0.31509337,0.3777802,0.17898388,-0.03951751,-0.26050082,-0.10965027,0.38659045,0.4282814,0.059212875,-0.12067156,-0.43916938,0.06548646,0.42429265,0.15441877,-0.23474161,0.2928215,-0.16247673,-0.02103031,0.32928008,0.21063438,-0.6873474,-0.07804703,-0.27484205,-0.17682777,-0.21205565,0.14423995,-0.23787734,-0.41521162,-0.585124,0.40022504,-0.14935473,0.110747464,0.017075663,-0.357078,-0.3376315,-0.023448177,0.22836132,0.15626836,-0.12901321,-0.4433817,0.098977715,-0.12895386,0.027868606,0.3199766,0.13804348,0.009401176,-0.050033893,-0.032213528,0.013309608,0.23501863,-0.04123401,0.14004287,0.27737397,-0.17179577,0.10754381,0.09579143,-0.06257996,-0.03187847,0.006367511,0.3381781,0.0018257037,-0.19539084,-0.28818974,0.08100394,0.2754251,-0.27377665,-0.075675875,0.7979567,0.13725905,0.13679367,0.31058466,0.5379715,-0.021530593,-0.25768802,-0.03203754,0.22302073,0.52452815,0.3614664,0.058215044,-0.30869442,0.046216965,0.18174633,-0.056293767,0.13856532,0.16477118,0.019511357,0.16100086,0.30186132,0.5221555,0.52191424,0.16662131,0.12411912,-0.4565872,0.13658933,0.111226216,-0.04265056,-0.03321908,0.03882596,0.077660576,0.32891393,-0.29780912,0.49898484,0.32863423,0.027271533,-0.15902327,0.15670674,0.51981825,-0.20883249,-0.05723781,0.3015165,0.116801746,0.36572775,0.4871422,0.29238442,0.024644556,-0.17467983,0.082760364,0.0507801,-0.38839447,-0.21517277,0.09854641,0.04684822,0.34561735,-0.042957712,0.32363153,-0.094531946,-0.08679378,0.13278906,0.10179207,-0.36351353,0.09950085,0.30806184,-0.21898091,0.015330497,0.49904102,-0.47612014,0.254377,-0.0021066056,0.20890754,-0.30114666,0.031033775,0.28486583,-0.14980394,-0.3241892,0.11438929,-0.32314968,0.00028551626,-0.104180865,-0.45839393,-0.18177907,-0.16830397
b2029,-0.19548908,-0.22275788,0.21014631,0.25698465,0.119870745,0.1492617,-0.49820936,0.17256454,-0.12182455,-0.34769845,-0.02034127,-0.30715865,-0.09589891,-0.15535055,-0.22440009,0.08933985,0.08134343,0.01726978,-0.011428536,0.10607457,0.32602623,0.22024836,-0.060065646,0.0020433478,0.29758522,-0.2685151,-0.2738823,0.13743429,-0.057200715,0.12504455,-0.24574272,0.09369524,0.10042629,-0.032213286,-0.1972596,-0.0069091083,0.060379542,-0.20013715,0.5612549,0.24087451,-0.049964726,0.12969191,0.08954677,-0.19115572,-0.09146706,0.034923594,0.045573756,0.35389695,-0.194872,-0.21448235,-0.2628653,-0.027310729,0.028243667,-0.054960497,-0.006458701,0.24951562,-0.09198734,-0.250064,-0.20661111,-0.27003685,0.16877007,-0.13316984,0.08818069,-0.050851796,0.5643892,0.018163107,0.32555547,0.23242302,-0.19833966,-0.022841161,0.10690657,-0.3887881,0.033859342,-0.18188654,0.2961929,-0.18522653,-0.16399133,0.028975919,0.21839167,0.10842927,0.21278141,0.21290414,-0.04378878,0.014492092,0.06487285,-0.11735831,-0.17056148,-0.05928612,0.14305793,-0.2185722,-0.1821104,-0.17845222,0.024845103,0.12186643,0.36211473,-0.09277101,-0.28427368,-0.30474794,0.6039752,-0.083668984,0.037693907,0.58277386,0.1448013,0.2838801,0.04209968,-0.02427256,-0.27010432,0.19178617,-0.056371998,-0.04817892,0.2171702,0.1027582,0.4161962,0.2143934,0.39451376,0.7402066,0.20682356,-0.0058955234,0.04974016,0.33533788,-0.32480502,-0.19514108,0.091342,0.07636386,0.3137449,0.033926465,-0.10915115,0.58718586,0.15125175,-0.08174509,-0.34021038,0.043185562,0.114506625,-0.41164812,0.060548473,-0.13051575,0.027386202,0.15908511,0.46691012,0.21873897,-0.008316763,0.050125476,0.22301285,-0.3200899,0.031661052,-0.3016619,-0.16443065,-0.0008287291,-0.05278148,-0.17329761,0.16726427,0.0031554175,-0.051217098,0.19039059,-0.31300688,0.08928482,0.031590194,-0.14841978,0.021037225,-0.296927,-0.2300854,0.14844969,-0.21815614,0.0037294931,0.0013715315,0.108029544,-0.272642,0.059764467,0.17225625,0.22217257,-0.087096386,0.038702596,0.20455621,-0.118823774,-0.23313223,0.021301525,-0.18196122,-0.23094799,0.49881268,0.06408924,0.055580433,0.23043512,0.21913536,0.10669472,-0.503539,-0.37622884,-0.0027910017,-0.04118612,0.05227614,-0.06711755,-0.34011933,0.18043894
b2053,0.17675017,-0.37890226,0.16731632,0.16911536,0.0578592,0.16062255,0.099373646,-0.42822185,-0.07570625,-0.09836334,-0.06089065,-0.17741692,-0.30018467,-0.48796675,-0.36659172,0.09536344,-0.031013126,0.09948668,-0.12804398,-0.24691007,-0.07247725,0.4960579,0.404446,-0.49244332,-0.11480554,-0.38442612,-0.18440071,0.22762965,0.038074248,-0.28764057,0.025312055,0.17442805,-0.24989535,0.31181604,-0.25625396,-0.5138421,-0.052255582,-0.28222108,0.36705804,0.13364102,0.4432129,-0.00037370346,0.09011626,0.08875197,-0.10076191,-0.18859404,0.10411729,0.14224827,-0.18959141,-0.32887864,0.32722023,0.07826979,0.053124044,0.46192062,-0.13892825,0.044685394,0.043795142,-0.117544845,0.17520201,0.40574145,0.54876506,-0.08145542,-0.40727305,-0.18163356,0.25134805,-0.3155688,0.3091203,-0.030361751,-0.038175583,-0.09639363,0.49407864,0.16944434,-0.32476678,0.11161349,0.03425461,-0.18069105,-0.42520592,-0.1438796,0.20597485,0.5514442,-0.2244084,0.32077572,-0.16902366,-0.13253582,-0.0138730565,-0.06978715,0.16390696,0.29172638,-0.23453514,-0.11926238,0.13711065,0.18752734,0.19139656,0.1503667,-0.12693368,0.17574823,0.020989418,-0.37525767,0.29995862,0.035235073,-0.37278062,-0.20131351,0.3214734,0.20839903,-0.029014494,-0.014248228,0.005315366,0.41217145,0.22910872,-0.1130596,-0.12955177,-0.243379,0.2261235,0.26214752,0.13421603,-0.0032359913,0.28700423,0.28192663,0.06167123,-0.54549223,0.1549636,-0.061788592,-0.0718725,-0.09273921,0.06987207,0.17916538,-0.17653953,0.18614352,0.32696548,-0.19329643,-0.28466684,-0.26989725,-0.03623436,-0.03880991,-0.14781074,0.26856774,0.38533482,-0.16262612,0.2225215,0.02831126,0.30896473,-0.2791594,0.29571605,0.13512674,-0.19743985,-0.09388296,-0.3264446,-0.07927688,0.35183236,0.40935424,0.287837,0.09454895,-0.1052831,0.3156497,-0.11660043,0.5564335,0.027468087,0.0868268,-0.3993276,0.0018414491,-0.05032594,-0.26018256,0.22356333,0.13083011,0.16188583,-0.17646521,0.40043193,0.20325021,0.15511695,-0.31806752,0.029593483,-0.03300813,0.2902734,-0.12531939,-0.022899644,0.330696,0.07910754,0.26560304,-0.17591532,-0.4020554,0.63471013,-0.22672395,0.024586238,-0.1250476,-0.1085964,0.042321462,0.048462883,0.007073951,-0.15269737,-0.29338056,-0.07829893,0.46829507
b2836,-0.06329198,0.2339139,0.26264706,-0.18732117,0.23587766,0.0536835,-0.5191343,0.36995736,0.036393534,-0.3781127,0.1205898,-0.0940258,0.21874337,0.17350136,-0.04209751,0.03294875,0.10476966,-0.012305525,-0.12532195,0.123220354,0.2756256,0.141509,-0.28473514,0.28530583,-0.16630279,-0.060692064,-0.15630148,-0.16253828,-0.041346665,0.16130017,0.10045986,0.24449754,0.24398418,0.79889137,0.064451054,-0.19511878,-0.06898241,-0.055986743,0.05410076,0.1053544,0.24285515,0.10649587,0.4334481,-0.30274108,-0.10423109,-0.018729934,0.10525841,-0.081592806,0.23095763,0.30173063,0.5603919,0.10261212,-0.2869845,-0.04567184,-0.44358867,-0.31483638,-0.18145554,0.02329574,0.24619134,-0.29432333,0.18644819,-0.0047688046,0.29583102,-0.10510851,-0.0664091,-0.072622284,0.43817377,-0.5058763,-0.09569292,-0.49157843,0.055472057,-0.12858486,0.07355137,0.07628095,-0.04985293,-0.31282824,0.14351046,0.3483763,0.23086199,0.19749554,0.30277988,0.1844477,0.07466759,-0.27709356,-0.2584061,0.17752856,-0.14472917,-0.388649,-0.1048753,-0.11319377,0.16306789,-0.21936107,-0.10426392,-0.099749364,0.08913578,-0.20995733,-0.16824634,-0.07852325,0.2969382,-0.27551964,0.19404918,-0.38492376,-0.38465908,0.1804893,-0.004276659,-0.08405469,-0.30032036,0.13790649,-0.032501925,-0.055983268,-0.2658882,-0.11889679,0.17402677,0.19595201,0.18714376,0.27726734,-0.008964959,0.51688373,-0.26318702,0.21256833,-0.27964598,0.16356309,0.04534263,0.025234027,-0.09678175,-0.17824875,0.049348556,0.0900526,-0.044325322,0.053567115,-0.32910347,-0.10642063,-0.06492555,-0.17965198,-0.066784136,-0.26362115,-0.09151016,0.11467798,0.0004057848,0.26307535,-0.03503594,0.2734089,0.28662536,0.00793421,0.11420748,-0.34902316,0.34789348,0.3727913,0.042316124,0.45328468,0.07688851,0.03980517,-0.118237905,0.3209454,-0.16080733,0.34520912,0.30509993,0.16945896,-0.32412723,0.3506299,-0.12961945,-0.24917528,0.24782814,0.16723236,0.06247448,0.21709195,-0.067846276,0.13605118,-0.21245803,-0.07286224,-0.21050343,-0.23456503,0.1594635,-0.09833954,-0.44337294,0.19323598,-0.2534388,0.0244306,-0.15903667,-0.07646935,0.122688375,-0.11156831,0.10966066,-0.033431843,-0.19753231,-0.15481178,0.08198849,0.050233748,-0.061433777,-0.20708564,-0.03320521,-0.063644856
b4032,-0.18488966,-0.34902844,0.61739385,0.13709469,0.40342343,0.04842404,-0.510389,-0.046386085,0.19024658,-0.28327575,-0.14533977,-0.4319585,-0.042031314,-0.13010454,-0.03515103,-0.023339596,-0.1637255,0.76356846,0.36569607,-0.0024717122,0.29013696,0.012540842,-0.06410452,0.17196111,0.264134,0.17301698,-0.52547497,0.5636571,0.152386,0.7111575,0.40297225,-0.040270813,-0.04446313,0.15740676,0.61354053,-0.035734702,0.22308831,0.036420662,-0.14010665,0.13793209,0.41203827,-0.52355725,0.3268394,0.3631631,0.3712022,0.33936855,-0.07287196,-0.17487092,-0.059430394,0.17029592,0.019397669,-0.1761386,0.51212776,0.23536451,0.21448801,0.06806953,-0.10777518,0.1240083,-0.015126543,-0.34516564,0.12306211,-0.27937004,0.56564766,0.8172836,-0.115695156,-0.3391355,-0.011556727,-0.07027175,-0.5022191,-0.47473356,0.12698157,-0.30799365,0.42921785,0.15626006,0.05224712,0.13362005,0.12035456,0.16866046,-0.26975507,0.0062868176,0.071464814,-0.23280771,0.002255077,0.1652728,0.067186594,-0.10013897,-0.012044458,-0.48283848,-0.45501807,0.12619647,0.18684195,-0.3296208,0.37544492,0.87273955,0.15264095,-0.08993854,-0.18032637,-0.13121724,0.13107318,-0.2846621,0.41634792,-0.49194068,0.24216843,-0.29070377,0.07803381,0.17897531,0.21570586,-0.16848291,-0.009854599,0.13552733,-0.57969815,0.04485611,0.50135577,0.0401202,0.4388624,0.10771244,0.026158039,0.3414993,0.104481876,0.1841069,0.03649977,0.16958787,0.3996284,0.51003885,-0.14056335,0.1862397,-0.31318778,-0.028105961,0.45976368,0.4882455,-0.11697372,-0.018307054,-0.27209824,-0.3723291,-0.21053381,0.46006,-0.08481604,0.5005527,0.3706856,-0.44225347,0.121205114,-0.0820085,0.25457588,0.033681016,-0.18797316,0.19328213,-0.0963039,0.16091771,-0.07389681,-0.044045523,-0.35623494,0.015746932,-0.20644353,0.52952284,0.17507558,0.15601443,0.014098382,0.2429376,0.47437072,-0.25175187,0.013901445,-0.27882695,0.043887977,0.33684042,-0.07232966,0.11225677,0.117393345,-0.10398174,0.2327526,0.6111524,0.073482536,0.122327745,0.40684336,-0.09124961,0.47485825,0.19802152,-0.38054037,0.363517,-0.21708778,-0.17153282,0.21700193,0.41256142,0.17092311,0.055875897,-0.23504533,-0.63353634,-0.04660466,0.08536686,0.14687818,-0.73221284,-0.18210368,0.7360749
b2688,0.20648476,-0.26476303,-0.028408535,-0.007690061,0.07320815,-0.13173033,-0.15723658,0.0313356,-0.03334297,-0.037200835,0.0046422756,-0.078420974,-0.08996654,0.13653423,-0.2760314,0.0257752,-0.032985434,0.26135594,0.11746968,0.22421011,0.10670369,0.053479306,0.09947365,0.14644545,0.040206887,0.24642953,-0.30279726,0.07116931,-0.12420112,0.20021927,0.22733209,0.01397728,0.06836132,0.2805698,0.1820235,0.031326286,0.17993708,0.10195757,0.0318133,0.27307877,0.0046960125,0.053313684,0.36184344,0.16690053,0.11032872,-0.022514967,-0.28464824,-0.018038385,0.044191986,0.13929209,0.24314716,-0.20986469,0.24188101,0.13429518,-0.04107045,0.12703988,0.47026676,0.05107464,0.25404418,-0.2302799,0.32157472,-0.036860663,-0.026051255,-0.033807397,0.09550179,-0.033133086,0.19940601,-0.19446135,-0.31329095,-0.07813029,-0.011273065,-0.22399826,0.18243751,0.11433444,0.03426166,0.11065215,-0.020165067,0.30479056,-0.002351198,-0.026248695,0.20900904,-0.004716535,0.13309187,-0.12694123,0.04904005,-0.11407623,-0.17199166,-0.047536355,-0.036649562,-0.2162309,-0.09772306,0.08043793,0.30636877,-0.0005860273,0.0376945,-0.07994087,-0.0019756581,0.056416005,0.39775908,-0.22871493,0.04073093,-0.062308967,-0.023794362,-0.061620258,-0.0006176214,-0.03563924,0.07265128,0.016231075,-0.069812275,-0.19070499,-0.3814122,-0.022568827,0.35378888,0.3400519,0.13629222,-0.08980853,0.4342525,0.114235215,0.09728435,0.18304673,-0.21150436,0.1057525,-0.026847953,-0.024711272,-0.05401412,0.23466077,0.044578604,0.11606261,0.2386867,-0.024706302,-0.20719369,0.15437366,0.0796481,-0.22084083,-0.33662564,0.21442696,0.11342773,0.16444455,0.020663925,0.036791977,0.11569999,-0.13766417,0.10350587,-0.24402568,0.021702046,-0.43224162,0.4036551,0.3913073,0.1054225,0.030277293,0.044530824,-0.23174632,-0.005836969,0.2381763,-0.07857687,0.11441467,0.28100222,-0.07415063,-0.13815656,0.41873443,-0.16140157,0.22211213,0.29276958,0.38072672,0.08272514,0.26790637,-0.0016523557,0.10629011,-0.33047995,0.15843256,-0.001522546,-0.068092324,-0.08400407,0.37436298,-0.13461342,-0.04764945,-0.1638226,0.04322453,0.13313554,0.05320221,0.009906473,0.23491235,0.2204317,0.1857804,-0.022590464,-0.08641079,0.18689045,-0.0033716836,-0.074781954,-0.10184098,-0.059208468,0.32567456
