protein1 protein2 combined_score
511145.b0936 511145.b0760 540
511145.b0936 511145.b1294 540
511145.b0936 511145.b0652 540
511145.b0936 511145.b1754 540
511145.b0936 511145.b4087 540
511145.b0936 511145.b1312 540
511145.b0936 511145.b3486 360
511145.b0936 511145.b4227 540
511145.b0936 511145.b0861 540
511145.b0936 511145.b3568 540
511145.b0936 511145.b3544 540
511145.b0936 511145.b0764 540
511145.b0936 511145.b4289 540
511145.b0936 511145.b1126 540
511145.b0936 511145.b3020 360
511145.b0936 511145.b1917 540
511145.b0936 511145.b1243 540
511145.b0936 511145.b2179 540
511145.b0936 511145.b2679 540
511145.b0936 511145.b0589 540
511145.b0936 511145.b0199 540
511145.b0936 511145.b3917 540
511145.b0936 511145.b1859 540
511145.b0936 511145.b3543 540
511145.b0936 511145.b0655 540
511145.b0936 511145.b4460 540
511145.b0936 511145.b0864 540
511145.b0936 511145.b1513 540
511145.b0936 511145.b4231 540
511145.b0936 511145.b3270 540
511145.b0936 511145.b0830 540
511145.b0936 511145.b3542 540
511145.b0936 511145.b0933 925
511145.b0936 511145.b2199 540
511145.b0936 511145.b1117 540
511145.b0936 511145.b3457 540
511145.b0936 511145.b2198 540
511145.b0936 511145.b0857 540
511145.b0936 511145.b3479 540
511145.b0936 511145.b0151 540
511145.b0936 511145.b3477 540
511145.b0936 511145.b3485 360
511145.b0936 511145.b3451 540
511145.b0936 511145.b0367 592
511145.b0936 511145.b1246 540
511145.b0936 511145.b3194 360
511145.b0936 511145.b2129 540
511145.b0936 511145.b1311 540
511145.b0936 511145.b3728 540
511145.b0936 511145.b2310 540
511145.b0936 511145.b1319 540
511145.b0936 511145.b0855 540
511145.b0936 511145.b2148 540
511145.b0936 511145.b4033 540
511145.b0936 511145.b2547 540
511145.b0936 511145.b2180 540
511145.b0936 511145.b3541 540
511145.b0936 511145.b4035 540
511145.b0936 511145.b3201 540
511145.b0936 511145.b2309 540
511145.b0936 511145.b0832 540
511145.b0936 511145.b1244 540
511145.b0936 511145.b0792 540
511145.b0936 511145.b0809 540
511145.b0936 511145.b3460 540
511145.b0936 511145.b0198 540
511145.b0936 511145.b0886 540
511145.b0936 511145.b1755 540
511145.b0936 511145.b3450 540
511145.b0936 511145.b0811 540
511145.b0936 511145.b2306 540
511145.b0936 511145.b0765 540
511145.b0936 511145.b0697 540
511145.b0936 511145.b1329 540
511145.b0936 511145.b0856 540
511145.b0936 511145.b0810 540
511145.b0936 511145.b0262 360
511145.b0936 511145.b1709 540
511145.b0936 511145.b3269 540
511145.b0936 511145.b4288 540
511145.b0936 511145.b2307 540
511145.b0936 511145.b1516 540
511145.b0936 511145.b1858 540
511145.b0936 511145.b3540 540
511145.b0936 511145.b1487 540
511145.b0936 511145.b4034 540
511145.b0936 511145.b0887 540
511145.b0936 511145.b4290 540
511145.b0936 511145.b3566 540
511145.b0936 511145.b0153 540
511145.b0936 511145.b3456 540
511145.b0936 511145.b3455 540
511145.b0936 511145.b0654 540
511145.b0936 511145.b1116 540
511145.b0936 511145.b2149 540
511145.b0936 511145.b2417 540
511145.b0936 511145.b0653 540
511145.b0936 511145.b0794 540
511145.b0936 511145.b3271 540
511145.b0936 511145.b4230 540
511145.b0936 511145.b1292 540
511145.b0936 511145.b2422 540
511145.b0936 511145.b2308 540
511145.b0936 511145.b1290 540
511145.b0936 511145.b0696 540
511145.b0936 511145.b3458 540
511145.b0936 511145.b3727 540
511145.b0936 511145.b0860 540
511145.b0936 511145.b3567 540
511145.b0936 511145.b4513 540
511145.b0936 511145.b0914 540
511145.b0936 511145.b2423 540
511145.b0936 511145.b0862 540
511145.b0936 511145.b0128 360
511145.b0936 511145.b0152 540
511145.b0936 511145.b1443 540
511145.b0936 511145.b2548 540
511145.b0936 511145.b0588 540
511145.b0936 511145.b1125 540
511145.b0936 511145.b2128 540
511145.b0936 511145.b1920 540
511145.b0936 511145.b2130 540
511145.b0936 511145.b0067 540
511145.b0937 511145.b0935 950
511145.b0937 511145.b1372 188
511145.b0938 511145.b0717 179
511145.b0938 511145.b0939 179
511145.b0938 511145.b1585 171
511145.b0938 511145.b3143 179
511145.b0938 511145.b0531 179
511145.b0938 511145.b0140 179
511145.b0938 511145.b3047 179
511145.b0938 511145.b2336 179
511145.b0938 511145.b4319 266
511145.b0938 511145.b1503 266
511145.b0938 511145.b4316 179
511145.b0938 511145.b0944 179
511145.b0938 511145.b4320 252
511145.b0938 511145.b2110 179
511145.b0939 511145.b2339 284
511145.b0939 511145.b0530 179
511145.b0939 511145.b4314 179
511145.b0939 511145.b0943 179
511145.b0939 511145.b3043 179
511145.b0939 511145.b2333 269
511145.b0939 511145.b4315 179
511145.b0939 511145.b0534 179
511145.b0939 511145.b2111 179
511145.b0939 511145.b1787 363
511145.b0939 511145.b1504 179
511145.b0939 511145.b0938 179
511145.b0939 511145.b4318 179
511145.b0939 511145.b0719 179
511145.b0939 511145.b3142 179
511145.b0940 511145.b2333 222
511145.b0940 511145.b2339 250
511145.b0940 511145.b4319 256
511145.b0940 511145.b1503 256
511145.b0943 511145.b2110 179
511145.b0943 511145.b4320 252
511145.b0943 511145.b0944 179
511145.b0943 511145.b0140 179
511145.b0943 511145.b2336 179
511145.b0943 511145.b4319 266
511145.b0943 511145.b3047 179
511145.b0943 511145.b1503 266
511145.b0943 511145.b4316 179
511145.b0943 511145.b0531 179
511145.b0943 511145.b0939 179
511145.b0943 511145.b3143 179
511145.b0943 511145.b0717 179
511145.b0944 511145.b4318 179
511145.b0944 511145.b0938 179
511145.b0944 511145.b1504 179
511145.b0944 511145.b2111 179
511145.b0944 511145.b0534 179
511145.b0944 511145.b3142 179
511145.b0944 511145.b0719 179
511145.b0944 511145.b2333 269
511145.b0944 511145.b3043 179
511145.b0944 511145.b0943 179
511145.b0944 511145.b4314 179
511145.b0944 511145.b0530 179
511145.b0944 511145.b2339 284
511145.b0944 511145.b4315 179
511145.b0945 511145.b3844 520
511145.b0945 511145.b3734 570
511145.b0945 511145.b0721 188
511145.b0946 511145.b3357 508
511145.b0946 511145.b0351 508
511145.b0946 511145.b0595 508
511145.b0946 511145.b2910 473
511145.b0946 511145.b4277 508
511145.b0946 511145.b0095 711
511145.b0946 511145.b0864 508
511145.b0946 511145.b2980 508
511145.b0946 511145.b3723 508
511145.b0946 511145.b1785 155
511145.b0946 511145.b0601 508
511145.b0946 511145.b2947 155
511145.b0946 511145.b2714 508
511145.b0946 511145.b0473 254
511145.b0946 511145.b3928 404
511145.b0946 511145.b0464 508
511145.b0946 511145.b0256 508
511145.b0946 511145.b3283 508
511145.b0946 511145.b0102 404
511145.b0947 511145.b3620 245
511145.b0947 511145.b3363 254
511145.b0947 511145.b1606 244
511145.b0947 511145.b2542 282
511145.b0947 511145.b2237 271
511145.b0947 511145.b2530 210
511145.b0947 511145.b2468 330
511145.b0947 511145.b0888 282
511145.b0947 511145.b1093 244
511145.b0947 511145.b2488 269
511145.b0947 511145.b2763 541
511145.b0947 511145.b3081 383
511145.b0947 511145.b2764 555
511145.b0947 511145.b2426 244
511145.b0947 511145.b2285 279
511145.b0947 511145.b2137 244
511145.b0947 511145.b0596 244
511145.b0947 511145.b2277 459
511145.b0947 511145.b1619 244
511145.b0947 511145.b2288 459
511145.b0947 511145.b2720 269
511145.b0947 511145.b2878 395
511145.b0947 511145.b2278 188
511145.b0947 511145.b2282 459
511145.b0947 511145.b2484 188
511145.b0947 511145.b2562 269
511145.b0947 511145.b2276 464
511145.b0947 511145.b2284 467
511145.b0947 511145.b2541 244
511145.b0947 511145.b3621 245
511145.b0947 511145.b2281 269
511145.b0947 511145.b0476 225
511145.b0947 511145.b3527 186
511145.b0947 511145.b4266 244
511145.b0947 511145.b3152 276
511145.b0947 511145.b2286 881
511145.b0947 511145.b1378 269
511145.b0947 511145.b4249 244
511145.b0947 511145.b2146 330
511145.b0947 511145.b2842 244
511145.b0947 511145.b3207 271
511145.b0947 511145.b2887 330
511145.b0947 511145.b4211 276
511145.b0947 511145.b3623 245
511145.b0947 511145.b2902 244
511145.b0947 511145.b3213 330
511145.b0947 511145.b0525 254
511145.b0947 511145.b0869 276
511145.b0947 511145.b0740 155
511145.b0947 511145.b4309 225
511145.b0947 511145.b3003 244
511145.b0947 511145.b2283 281
511145.b0947 511145.b2287 459
511145.b0947 511145.b1271 244
511145.b0947 511145.b1494 186
511145.b0947 511145.b2705 244
511145.b0947 511145.b2774 244
511145.b0947 511145.b1094 276
511145.b0947 511145.b3632 245
511145.b0947 511145.b2280 242
511145.b0947 511145.b2279 242
511145.b0947 511145.b2529 181
511145.b0948 511145.b0880 213
511145.b0948 511145.b0059 157
511145.b0948 511145.b1084 155
511145.b0948 511145.b0528 412
511145.b0948 511145.b3871 457
511145.b0948 511145.b2585 396
511145.b0948 511145.b2960 163
511145.b0948 511145.b1269 398
511145.b0948 511145.b0623 325
511145.b0948 511145.b3162 165
511145.b0948 511145.b2576 448
511145.b0948 511145.b1086 386
511145.b0948 511145.b4179 351
511145.b0948 511145.b2581 369
511145.b0948 511145.b3984 386
511145.b0949 511145.b3302 465
511145.b0949 511145.b3299 455
511145.b0949 511145.b3311 465
511145.b0949 511145.b3317 465
511145.b0949 511145.b3342 465
511145.b0949 511145.b3308 463
511145.b0949 511145.b0169 468
511145.b0949 511145.b3197 151
511145.b0949 511145.b3319 465
511145.b0949 511145.b3985 171
511145.b0949 511145.b0023 465
511145.b0949 511145.b3303 465
511145.b0949 511145.b3307 465
511145.b0949 511145.b0363 181
511145.b0949 511145.b3936 455
511145.b0949 511145.b3168 198
511145.b0949 511145.b3320 465
511145.b0949 511145.b3165 465
511145.b0949 511145.b3305 478
511145.b0949 511145.b3231 465
511145.b0949 511145.b3984 463
511145.b0949 511145.b3703 465
511145.b0949 511145.b3318 465
511145.b0949 511145.b3312 465
511145.b0949 511145.b4202 465
511145.b0949 511145.b4506 455
511145.b0949 511145.b3636 463
511145.b0949 511145.b3301 465
511145.b0949 511145.b3637 465
511145.b0949 511145.b1089 465
511145.b0949 511145.b2185 260
511145.b0949 511145.b3298 465
511145.b0949 511145.b3230 465
511145.b0949 511145.b3321 465
511145.b0949 511145.b1716 465
511145.b0949 511145.b3315 465
511145.b0949 511145.b3306 465
511145.b0949 511145.b3304 465
511145.b0949 511145.b2606 465
511145.b0949 511145.b3340 162
511145.b0949 511145.b3296 465
511145.b0949 511145.b1717 465
511145.b0949 511145.b3310 465
511145.b0949 511145.b2699 161
511145.b0949 511145.b0296 455
511145.b0949 511145.b3309 465
511145.b0949 511145.b3186 465
511145.b0949 511145.b3297 465
511145.b0949 511145.b3313 465
511145.b0949 511145.b3314 465
511145.b0949 511145.b2609 465
511145.b0949 511145.b3341 463
511145.b0949 511145.b3316 465
511145.b0949 511145.b3185 465
511145.b0949 511145.b4203 260
511145.b0949 511145.b4200 465
511145.b0949 511145.b3294 465
511145.b0949 511145.b3983 183
511145.b0951 511145.b2912 181
511145.b0952 511145.b2617 252
511145.b0952 511145.b1391 153
511145.b0952 511145.b1739 235
511145.b0952 511145.b4080 311
511145.b0952 511145.b1806 211
511145.b0952 511145.b1605 156
511145.b0952 511145.b0772 227
511145.b0952 511145.b4411 282
511145.b0952 511145.b2701 307
511145.b0952 511145.b0689 220
511145.b0952 511145.b3506 192
511145.b0952 511145.b2971 347
511145.b0953 511145.b3341 800
511145.b0953 511145.b3306 800
511145.b0953 511145.b3318 800
511145.b0953 511145.b2909 151
511145.b0953 511145.b3319 800
511145.b0953 511145.b3304 800
511145.b0953 511145.b1716 800
511145.b0953 511145.b2609 800
511145.b0953 511145.b3321 800
511145.b0953 511145.b3703 800
511145.b0953 511145.b3308 800
511145.b0953 511145.b3065 800
511145.b0953 511145.b0169 800
511145.b0953 511145.b3315 800
511145.b0953 511145.b3310 800
511145.b0953 511145.b3294 800
511145.b0953 511145.b1717 800
511145.b0953 511145.b4200 800
511145.b0953 511145.b3185 800
511145.b0953 511145.b4203 800
511145.b0953 511145.b3936 800
511145.b0953 511145.b0848 171
511145.b0953 511145.b2606 800
511145.b0953 511145.b3312 800
511145.b0953 511145.b0023 800
511145.b0953 511145.b3316 800
511145.b0953 511145.b3203 955
511145.b0953 511145.b4202 800
511145.b0953 511145.b3296 800
511145.b0953 511145.b3303 800
511145.b0953 511145.b3307 800
511145.b0953 511145.b3302 800
511145.b0953 511145.b3309 800
511145.b0953 511145.b3637 800
511145.b0953 511145.b1089 800
511145.b0953 511145.b3636 800
511145.b0953 511145.b3301 800
511145.b0953 511145.b3320 800
511145.b0953 511145.b0911 800
511145.b0953 511145.b3305 800
511145.b0953 511145.b3231 800
511145.b0953 511145.b3317 800
511145.b0953 511145.b3314 800
511145.b0953 511145.b3342 800
511145.b0953 511145.b3297 800
511145.b0953 511145.b2185 800
511145.b0953 511145.b3299 800
511145.b0953 511145.b3311 800
511145.b0953 511145.b3165 800
511145.b0953 511145.b3186 800
511145.b0953 511145.b3298 800
511145.b0953 511145.b3230 800
511145.b0953 511145.b3313 800
511145.b0954 511145.b3162 305
511145.b0954 511145.b2610 451
511145.b0954 511145.b1094 398
511145.b0954 511145.b0436 457
511145.b0954 511145.b3781 457
511145.b0954 511145.b1092 321
511145.b0954 511145.b1093 900
511145.b0954 511145.b2323 909
511145.b0954 511145.b0180 902
511145.b0954 511145.b1288 175
511145.b0956 511145.b2910 708
511145.b0956 511145.b0924 493
511145.b0956 511145.b2980 508
511145.b0956 511145.b2714 508
511145.b0956 511145.b0923 493
511145.b0956 511145.b2573 508
511145.b0956 511145.b3021 508
511145.b0956 511145.b0922 453
511145.b0956 511145.b2566 508
511145.b0956 511145.b3928 905
511145.b0956 511145.b0779 508
511145.b0956 511145.b1094 668
511145.b0957 511145.b1089 800
511145.b0957 511145.b0178 797
511145.b0957 511145.b3298 800
511145.b0957 511145.b2185 800
511145.b0957 511145.b1042 179
511145.b0957 511145.b0929 779
511145.b0957 511145.b0161 526
511145.b0957 511145.b0014 367
511145.b0957 511145.b0741 539
511145.b0957 511145.b3321 800
511145.b0957 511145.b0645 213
511145.b0957 511145.b1716 800
511145.b0957 511145.b3304 800
511145.b0957 511145.b1978 179
511145.b0957 511145.b3306 800
511145.b0957 511145.b3310 800
511145.b0957 511145.b0875 150
511145.b0957 511145.b1319 540
511145.b0957 511145.b2062 554
511145.b0957 511145.b3186 800
511145.b0957 511145.b3297 800
511145.b0957 511145.b0211 473
511145.b0957 511145.b1041 179
511145.b0957 511145.b1873 384
511145.b0957 511145.b0436 458
511145.b0957 511145.b2609 800
511145.b0957 511145.b3875 540
511145.b0957 511145.b0996 384
511145.b0957 511145.b3316 800
511145.b0957 511145.b0742 202
511145.b0957 511145.b0098 526
511145.b0957 511145.b4200 800
511145.b0957 511145.b4203 800
511145.b0957 511145.b4036 540
511145.b0957 511145.b1762 213
511145.b0957 511145.b3302 800
511145.b0957 511145.b3299 800
511145.b0957 511145.b3311 800
511145.b0957 511145.b3781 457
511145.b0957 511145.b3342 800
511145.b0957 511145.b3317 800
511145.b0957 511145.b0169 800
511145.b0957 511145.b3319 800
511145.b0957 511145.b3303 800
511145.b0957 511145.b3307 808
511145.b0957 511145.b0681 540
511145.b0957 511145.b0023 800
511145.b0957 511145.b0241 618
511145.b0957 511145.b1967 540
511145.b0957 511145.b2592 287
511145.b0957 511145.b3300 526
511145.b0957 511145.b0177 805
511145.b0957 511145.b0983 554
511145.b0957 511145.b3165 800
511145.b0957 511145.b0839 222
511145.b0957 511145.b3703 800
511145.b0957 511145.b3318 800
511145.b0957 511145.b0150 294
511145.b0957 511145.b0737 156
511145.b0957 511145.b3301 800
511145.b0957 511145.b3636 800
511145.b0957 511145.b3637 800
511145.b0957 511145.b3230 800
511145.b0957 511145.b2568 517
511145.b0957 511145.b1252 530
511145.b0957 511145.b2202 384
511145.b0957 511145.b3315 800
511145.b0957 511145.b0117 179
511145.b0957 511145.b3720 540
511145.b0957 511145.b3296 800
511145.b0957 511145.b2606 800
511145.b0957 511145.b1717 800
511145.b0957 511145.b3388 258
511145.b0957 511145.b1615 540
511145.b0957 511145.b3234 691
511145.b0957 511145.b3309 800
511145.b0957 511145.b3313 800
511145.b0957 511145.b0648 213
511145.b0957 511145.b3314 800
511145.b0957 511145.b1451 294
511145.b0957 511145.b0196 970
511145.b0957 511145.b3065 800
511145.b0957 511145.b3341 800
511145.b0957 511145.b3966 588
511145.b0957 511145.b3185 800
511145.b0957 511145.b0740 907
511145.b0957 511145.b3294 800
511145.b0957 511145.b0572 554
511145.b0957 511145.b3006 156
511145.b0957 511145.b4311 540
511145.b0957 511145.b1256 290
511145.b0957 511145.b1669 179
511145.b0957 511145.b0053 366
511145.b0957 511145.b3308 800
511145.b0957 511145.b2215 949
511145.b0957 511145.b2370 205
511145.b0957 511145.b3320 800
511145.b0957 511145.b0411 608
511145.b0957 511145.b0552 540
511145.b0957 511145.b3231 800
511145.b0957 511145.b3305 800
511145.b0957 511145.b1378 461
511145.b0957 511145.b3357 275
511145.b0957 511145.b4202 800
511145.b0957 511145.b0439 360
511145.b0957 511145.b1377 693
511145.b0957 511145.b4066 179
511145.b0957 511145.b3312 800
511145.b0958 511145.b3931 457
511145.b0958 511145.b0439 549
511145.b0958 511145.b0095 838
511145.b0959 511145.b1120 505
511145.b0959 511145.b1207 400
511145.b0962 511145.b3919 371
511145.b0962 511145.b0628 150
511145.b0962 511145.b3806 457
511145.b0964 511145.b1038 380
511145.b0964 511145.b1641 343
511145.b0964 511145.b1772 171
511145.b0964 511145.b2669 171
511145.b0968 511145.b2296 900
511145.b0969 511145.b2530 540
511145.b0969 511145.b0189 188
511145.b0969 511145.b1133 943
511145.b0969 511145.b3344 625
511145.b0969 511145.b2810 540
511145.b0969 511145.b0784 540
511145.b0969 511145.b0785 540
511145.b0969 511145.b0423 540
511145.b0969 511145.b3343 780
511145.b0969 511145.b3345 540
511145.b0969 511145.b3470 545
511145.b0969 511145.b2811 540
511145.b0969 511145.b2529 540
511145.b0969 511145.b1679 540
511145.b0969 511145.b4407 540
511145.b0969 511145.b3992 540
511145.b0970 511145.b0864 185
511145.b0972 511145.b0977 495
511145.b0972 511145.b2995 540
511145.b0972 511145.b2994 960
511145.b0972 511145.b0976 525
511145.b0972 511145.b2996 540
511145.b0972 511145.b3210 167
511145.b0972 511145.b0974 996
511145.b0972 511145.b1687 156
511145.b0972 511145.b2997 900
511145.b0972 511145.b0973 999
511145.b0973 511145.b0306 151
511145.b0973 511145.b2991 381
511145.b0973 511145.b2996 540
511145.b0973 511145.b2994 900
511145.b0973 511145.b2990 457
511145.b0973 511145.b2726 381
511145.b0973 511145.b2995 540
511145.b0973 511145.b0974 996
511145.b0973 511145.b0307 185
511145.b0973 511145.b2997 982
511145.b0973 511145.b0972 999
511145.b0973 511145.b4467 151
511145.b0973 511145.b0975 152
511145.b0973 511145.b2243 151
511145.b0974 511145.b2994 594
511145.b0974 511145.b2996 540
511145.b0974 511145.b0973 996
511145.b0974 511145.b0972 996
511145.b0974 511145.b2997 594
511145.b0974 511145.b2995 540
511145.b0975 511145.b0780 508
511145.b0975 511145.b2971 152
511145.b0975 511145.b4253 508
511145.b0975 511145.b1274 508
511145.b0975 511145.b0026 508
511145.b0975 511145.b3751 508
511145.b0975 511145.b2712 150
511145.b0975 511145.b2411 508
511145.b0975 511145.b0642 508
511145.b0975 511145.b0755 299
511145.b0975 511145.b1109 299
511145.b0975 511145.b0139 508
511145.b0975 511145.b0973 152
511145.b0976 511145.b2061 272
511145.b0976 511145.b3178 161
511145.b0976 511145.b4143 256
511145.b0976 511145.b2465 152
511145.b0976 511145.b1866 171
511145.b0976 511145.b0982 272
511145.b0976 511145.b0911 171
511145.b0976 511145.b3340 261
511145.b0976 511145.b2324 154
511145.b0976 511145.b0972 525
511145.b0976 511145.b2935 152
511145.b0976 511145.b3212 282
511145.b0977 511145.b2711 489
511145.b0977 511145.b3501 188
511145.b0977 511145.b0972 495
